"X101","X102","X103"
0.03,0.03,-0.01
-0.01,0.04,-0.04
0.01,-0.1,-0.04
0.14,0.09,0.07
0,-0.1,-0.34
0.16,0.14,0.03
0.05,0.04,-0.09
0.09,-0.04,-0.26
-0.01,0.06,0.16
0.01,0.12,0.29
0,0.01,0
0.04,0.02,-0.05
-0.14,-0.1,0.14
0.03,-0.1,-0.04
0.12,-0.07,0.1
0.01,-0.1,-0.1
0,-0.02,0.02
0.01,-0.02,0.01
-0.03,0.05,-0.02
-0.04,0.2,-0.03
0.02,0.04,-0.2
-0.06,-0.11,0.05
0.02,-0.03,-0.18
-0.04,-0.03,-0.14
-0.01,0.03,-0.06
0.01,-0.06,0.04
-0.11,0.08,-0.43
-0.07,0,-0.27
0.11,-0.06,0.37
0.05,-0.01,0.2
-0.21,-0.16,-0.3
-0.07,-0.06,-0.07
0.01,0,0.01
0,-0.05,0.02
0.05,0.03,0.04
-0.08,-0.1,-0.09
-0.19,-0.24,-0.02
0.11,0.06,0.05
-0.01,-0.03,0.02
-0.05,-0.03,-0.04
0,0.01,0
-0.02,-0.01,-0.01
0.06,0.13,-0.07
0,0.02,-0.03
0.24,0.46,-0.26
0.05,-0.28,0.28
0.11,0.03,0.16
-0.02,0.02,-0.06
0.06,0.06,0.04
0.02,0,0.03
0.01,0,0.02
0,-0.01,0
0.01,0,0
0.01,0.02,-0.02
-0.06,-0.04,-0.04
-0.3,-0.27,-0.09
-0.11,-0.17,0.11
0.1,0.11,-0.01
0.01,0,0.02
0.33,0.45,-0.08
-0.26,-0.42,0.12
-0.15,-0.26,0.04
0.09,0.13,0
-0.12,-0.21,0.05
0.21,0.3,-0.09
-0.06,-0.11,0.05
0.03,0.05,0.06
-0.04,-0.04,-0.09
0.15,0.1,0.56
0.02,0.01,-0.14
0.04,0.01,0.34
-0.02,-0.03,0.04
-0.01,0,-0.06
0.01,0.02,0
-0.01,-0.01,-0.02
0,0,0.02
0,0.01,-0.01
-0.07,0.05,0.02
0.51,-0.36,-0.1
0.14,-0.1,-0.03
-0.58,0.41,0.09
-0.13,0.09,0.02
-0.12,0.08,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.01,0,0
0,0,0
0,0,0
0,0,0
0,0,0
