"X89","X90","X91"
-0.2,0.25,0.21
-0.01,-0.03,-0.03
0.03,-0.1,-0.07
-0.01,0.05,0.07
-0.03,0.06,0.02
-0.11,0,-0.1
0.12,-0.14,-0.14
-0.02,-0.02,0.02
0.1,0,0.07
-0.1,0.01,-0.06
0.01,-0.02,0
-0.02,0,0.03
0.03,0.05,-0.07
-0.06,0.1,0.01
0.09,-0.1,-0.08
0.12,0.02,0.05
0.22,-0.3,-0.27
-0.01,0.02,0.01
-0.08,-0.08,-0.14
0.23,-0.14,0.04
0.19,-0.24,-0.23
0.07,-0.22,-0.24
-0.03,0.04,0
-0.08,0.12,0.1
-0.05,-0.04,0.02
-0.1,-0.24,0.18
-0.01,-0.07,-0.07
-0.09,0.11,0.1
0.08,-0.19,-0.18
-0.33,0.07,0.13
0.03,-0.13,-0.09
0.15,-0.21,-0.18
0.11,-0.1,-0.11
0.13,-0.35,-0.21
0.02,0.15,0.02
-0.18,0.18,0.24
0.01,0.15,-0.06
-0.02,0.07,0.04
-0.09,0.13,0.11
-0.06,0.06,0.06
0.16,-0.23,-0.2
-0.32,0.44,0.38
0.02,0,0.01
0.24,-0.03,0.3
0.04,0.03,0.05
0.01,-0.02,0.04
0.23,0.06,0.11
-0.2,-0.06,-0.08
-0.31,-0.1,-0.16
0,0,-0.01
-0.14,-0.05,-0.06
-0.09,-0.02,-0.06
-0.34,-0.06,-0.22
0.13,0.02,0.08
0.16,0.01,0.09
-0.08,0.03,0
0.3,0.06,0.19
-0.38,-0.16,-0.13
0.09,0.03,0.03
-0.05,0.01,-0.07
-0.18,-0.01,-0.11
-0.04,-0.01,-0.03
0.48,0.12,0.27
0.02,0,0.01
-0.19,-0.05,-0.09
0.02,0,0.01
0.16,-0.07,0.2
0.03,-0.01,0.04
-0.03,0,-0.03
0,0,0
0,0,0
0.21,0.06,0.1
0.34,0.1,0.17
-0.28,-0.12,-0.1
0.25,0.11,0.08
0.06,-0.01,0.06
0.19,-0.01,0.18
0,-0.01,0.01
0,0.01,-0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0.02,-0.01
0,0,0
0,0,0
0,-0.01,0.01
0,-0.01,0.01
0.16,0.55,-0.5
0,0,0
-0.14,-0.47,0.42
0,0,0
0,0,0
