"X83","X84","X85"
0.06,-0.09,-0.06
0.08,-0.05,0.07
-0.23,0.2,0.12
0.07,-0.11,-0.13
0.07,-0.05,-0.03
0.1,-0.07,0.15
-0.12,0.24,0.24
-0.03,-0.03,-0.02
-0.06,0.1,-0.03
0.02,-0.04,0.08
0.22,-0.34,-0.31
-0.44,0.54,0.46
-0.05,0.38,0.4
0.23,-0.16,-0.01
0.02,-0.02,0
0.3,-0.05,0.28
0.06,-0.07,-0.06
0,0.01,0
-0.2,0,-0.2
0.18,-0.05,0.12
0.08,-0.03,-0.05
-0.11,-0.11,-0.07
0.02,0.02,0
-0.16,-0.07,0.01
0.02,0.03,-0.02
-0.12,0.02,-0.12
0.01,0.03,0.01
0.02,-0.01,-0.01
0.01,0.03,0.01
0.09,0.05,-0.02
0.02,0.02,0
-0.02,0.02,0.02
-0.02,0.01,0.01
0.03,0.05,0.02
-0.04,-0.04,0
0.04,0,-0.02
-0.06,-0.04,-0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0.01,0.01
0,0,0
-0.01,-0.01,0
0,0,0
0.06,0.02,0.02
-0.09,-0.03,-0.04
0.07,0.02,0.03
0.04,0.01,0.02
-0.11,-0.04,-0.05
0.76,0.25,0.33
0.02,0.01,0.01
-0.05,-0.01,-0.03
-0.08,-0.03,-0.03
0.18,0.06,0.08
0.06,0.02,0.02
-0.12,-0.04,-0.06
-0.04,-0.06,0.04
-0.01,0.01,-0.01
0.11,0.05,0.03
0.07,0.02,0.03
-0.02,-0.01,-0.01
0.42,0.15,0.17
0.03,0.01,0.01
-0.17,-0.06,-0.07
0.01,0,0.01
-0.36,-0.13,-0.14
-0.08,-0.03,-0.03
0.01,0,0
0.01,0.01,0.01
-0.01,0,0
-0.04,-0.02,-0.01
-0.07,-0.03,-0.02
0.26,0.09,0.11
-0.25,-0.09,-0.1
0.06,0.02,0.02
0.15,0.06,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.01,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.12,-0.69,0.7
0.02,0.09,-0.09
