combination,r2,q2,mae,rmsd,threshold,model,predictions
"('cross',)",0.20613008518856846,0.0804366619620871,0.5999271808900574,0.6774655649599712,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.79207039 1.05842427 0.45585494 1.32776172 1.39180091 0.7575739
 0.44348281 0.40575558 0.62532911 0.77520348 0.78467677 0.42846607
 0.39996144 0.5106574  0.54364975 0.76263715 0.58461477 0.67410086
 1.16582241 1.03453095 0.98423033 1.1804331  0.78537588 0.9928421
 1.52971273]"
"('para',)",0.1036771901213902,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.77793799 0.57401934 0.72099595 1.23945072 1.11503334 0.38834126
 0.74881967 0.71166396 0.5701901  0.85136817 0.85678049 0.70228462
 0.68558837 0.63016626 0.62278477 0.75834972 0.70739123 0.75271781
 1.14278961 1.2108132  0.68667198 1.26075841 0.85595666 0.71700883
 1.10708637]"
"('Frequency_Stretch_4_5',)",0.26496571931466517,0.1386406180568015,0.5502124437217804,0.6556749554593705,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.59044134 0.59310642 0.57552867 0.50584614 0.4525362  1.41583701
 1.33542139 1.15658967 1.35282697 1.39679935 1.41201576 0.42946032
 0.46837549 0.53832537 0.50484393 0.62358964 0.59946957 0.59148414
 1.09746667 0.86714186 0.58437493 1.04881502 1.27525979 0.51290635
 0.46650685]"
"('dipole_x_10-11-12',)",0.039380278825724147,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.8523188  0.86696099 0.71744498 1.02212108 1.00560741 0.60740305
 0.58693197 0.99028147 0.68467776 0.68166226 0.59473666 0.69525032
 0.7294698  0.81531245 0.82685025 0.96669151 0.76449802 0.71495091
 0.78539432 0.73520904 0.98414725 0.79288796 0.95163123 1.01429814
 1.00823118]"
"('dipole_y_10-11-12',)",0.008213436215030345,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.81709256 0.93210267 0.83389165 0.75864974 0.76064409 0.95002924
 0.78696887 0.75554878 0.96589916 0.81714326 0.82972219 0.83351527
 0.82340276 0.73891038 0.72304784 0.81101315 0.787491   0.72197542
 0.84704695 0.85396781 0.85986976 0.845266   0.82976935 0.75843126
 0.75356967]"
"('dipole_z_10-11-12',)",0.150396401969773,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.74280373 0.72091888 0.81880766 0.65609661 0.64876333 1.20141183
 1.24572794 1.36535264 0.74076011 0.40336153 0.66556469 0.84721273
 0.91132977 0.78772803 0.8739193  0.23609681 0.78113177 0.50053942
 0.93554546 0.77386782 0.67104239 0.88584674 1.50073194 0.71234519
 0.76806249]"
"('total_dipole_10-11-12',)",0.034617507358101096,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.86800863 0.92950346 0.73928094 0.98026956 0.96715283 0.65063355
 0.57492249 0.94388289 0.73418715 0.68843753 0.608045   0.71600241
 0.74614424 0.76598682 0.76111637 0.96858734 0.75789517 0.65035008
 0.81713946 0.76748146 1.0297214  0.82408007 0.96986723 0.97343202
 0.96284072]"
"('dipole_x_2-3-4',)",0.05837341473815949,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.84103555 0.78177715 0.67727115 1.0845851  1.0565186  0.50190617
 0.64370383 1.0800552  0.61182249 0.67346428 0.58093202 0.64454608
 0.70067534 0.8430027  0.84036864 0.97891011 0.76209341 0.75480368
 0.75324995 0.75702897 0.95192654 0.75928756 0.97309001 1.08717458
 1.05573972]"
"('dipole_y_2-3-4',)",0.0030477338340306748,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.82521745 0.90871831 0.82674296 0.80828076 0.80854756 0.87590415
 0.74257853 0.78354505 0.86946374 0.7938698  0.79073143 0.82687392
 0.81933073 0.76893116 0.76783824 0.83089245 0.79638913 0.74421658
 0.83514305 0.81039936 0.8712463  0.83655729 0.84053329 0.80967112
 0.80334647]"
"('dipole_z_2-3-4',)",0.0012841706431639954,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.80947812 0.80426692 0.80924939 0.78083297 0.78365549 0.8164893
 0.8276956  0.85717234 0.79931259 0.83146354 0.84169872 0.83581759
 0.85119064 0.81205968 0.80986197 0.79227727 0.81033291 0.80096458
 0.8402742  0.792737   0.80810332 0.84085009 0.87640822 0.77287586
 0.78990051]"
"('dipole_x_14-12-13',)",0.07482640167425447,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.78619365 0.86895974 0.74759969 0.83024659 0.91906495 0.74944826
 1.7138966  0.80563707 0.80815914 0.70070502 0.67275934 0.74061178
 0.74920868 0.72016609 0.71296979 0.82239145 0.73330158 0.66783527
 0.76442818 0.76268098 0.8661655  0.76598122 0.82403972 0.82944006
 0.83307849]"
"('dipole_y_14-12-13',)",0.003230818762393839,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.82225337 0.76859265 0.78350572 0.84523385 0.8884501  0.7404864
 0.78663649 0.8840025  0.7217745  0.82381648 0.79653796 0.7749556
 0.78410871 0.85037983 0.86110649 0.8480275  0.81709761 0.8371922
 0.81530874 0.7833149  0.82776348 0.81742126 0.84638561 0.84195453
 0.82866237]"
"('dipole_z_14-12-13',)",0.014318655408681824,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.7832     0.78554536 0.76948024 0.77524524 1.12966392 0.68924363
 0.94206224 0.70601543 0.79764665 0.91322871 0.89480874 0.82724524
 0.82359946 0.78049346 0.79919304 0.84727082 0.77478408 0.80424508
 0.84428161 0.77354824 0.79992996 0.82787329 0.77873255 0.76660716
 0.7610247 ]"
"('nbo_atom_3',)",0.2954971508970329,0.19572951667207394,0.5197821834674575,0.6335741745210467,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.54807698 0.57199317 0.46088255 0.53362762 0.52889421 1.39560683
 1.52191418 1.52291069 1.51967204 1.29570692 1.35699215 0.56651237
 0.57249142 0.61260086 0.74588377 0.54982087 0.5510665  0.5316346
 0.64772776 0.75086631 0.534375   0.68708981 1.30990716 0.55281039
 0.52590468]"
"('nbo_atom_11',)",0.007198217630142056,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.75339788 0.72767017 0.88213353 0.85043505 0.86805611 0.7832032
 0.90635642 0.91261845 0.75728131 0.80329994 0.80198928 0.88441505
 0.88601696 0.89383236 0.89159939 0.72208774 0.77548488 0.795436
 0.76121328 0.74388349 0.75898031 0.76189288 0.80703774 0.82480442
 0.84184297]"
"('nbo_atom_5',)",0.02739598484399941,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.76458457 0.8296723  0.78855958 0.69709933 0.67685376 0.91118735
 0.88889947 1.13291186 0.99234722 0.86696677 0.8514274  0.92406282
 0.89831188 0.82425572 0.83713119 0.75268585 0.7514427  0.74860122
 0.69896406 0.64994847 0.78145587 0.71086277 1.02022928 0.71157314
 0.68493423]"
"('nbo_atom_12',)",0.1301082350528816,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.71871788 0.5601204  0.69522195 0.72192186 1.39422563 0.66211406
 0.99052297 0.80522559 0.81483756 0.82177953 0.83726548 0.83619749
 1.07115671 0.69789194 0.16282572 0.7416798  0.77371969 0.79080764
 0.97557102 1.01935888 0.72619385 0.8618294  0.60604425 0.61512222
 1.4946173 ]"
"('nbo_atom_13',)",0.007812213253195366,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.8079969  0.81103643 0.80564837 0.80668924 0.72530403 0.80715283
 1.11137318 0.80663676 0.81013988 0.80418327 0.8040783  0.8049836
 0.80271817 0.80536847 0.80941389 0.80830741 0.80654055 0.8059064
 0.80578832 0.80628251 0.80839488 0.80643121 0.8061207  0.80836427
 0.81010927]"
"('hirshfeld_atom_3',)",0.3471383264426102,0.25644648345627097,0.5003144578411319,0.6091896514085817,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.54412552 0.55585091 0.52319121 0.53137994 0.5541506  1.37807016
 1.5538286  1.61663154 1.57284496 1.38464019 1.37423424 0.48269644
 0.48050643 0.51998101 0.57889362 0.54299651 0.54589385 0.54178588
 0.72980022 0.6842181  0.54262924 0.64508359 1.42882124 0.53335231
 0.5493625 ]"
"('hirshfeld_atom_11',)",0.005876940338179981,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.76471406 0.73358144 0.86455108 0.82725666 0.89709701 0.74618903
 0.88826708 0.89487797 0.7650905  0.77034091 0.77036733 0.86589835
 0.86857969 0.86770793 0.86430012 0.76183459 0.79140859 0.8068296
 0.7740261  0.7792567  0.77721597 0.77755279 0.77069754 0.86657859
 0.90074918]"
"('hirshfeld_atom_5',)",0.015079152200635715,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.78457993 0.75102802 0.77279507 0.78305894 0.77246834 0.95656445
 0.76835604 0.62095522 0.71298074 0.9797511  0.98697298 0.78583052
 0.77991556 0.79180181 0.8086003  0.79421286 0.79315381 0.79435933
 0.9396195  0.81307314 0.77725664 0.95850231 0.90300307 0.7933904
 0.77273874]"
"('hirshfeld_atom_12',)",0.6192627701609126,0.5193523718217657,0.3988102736227499,0.4897898748900243,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[ 0.53522297  0.56129095  0.37907837  1.75190451  2.44424212  1.0765067
  0.73560415  0.76158436  0.94291924  1.03920402  1.04332926 -0.15430598
  0.09873781  0.44613541  0.23785483  0.56427517  0.48054164  0.49291735
  0.88718466  0.383818    0.54759868  1.05904027  1.00172581  1.36702869
  1.71152985]"
"('hirshfeld_atom_13',)",0.14612661872830057,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.71464866 0.73381652 0.70097981 0.73658567 1.42760008 0.82470162
 1.9400347  0.71414033 0.73258359 0.80722728 0.80682567 0.67230807
 0.67919165 0.69739338 0.69570268 0.71629162 0.70583286 0.70192907
 0.81397886 0.71141611 0.71665111 0.8130324  0.82080908 0.73901781
 0.77227018]"
"('cm5_atom_3',)",0.2900277574360508,0.18833804988690805,0.5515637960949578,0.6364788764289551,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.59471783 0.58758985 0.61091    0.60080917 0.59152223 1.46769878
 1.38754323 1.35198899 1.37784506 1.46433184 1.47000338 0.61660725
 0.61425125 0.59653409 0.55867525 0.59525757 0.59422093 0.59784489
 0.4738591  0.49809595 0.59693676 0.51912865 1.43662523 0.59811047
 0.5938611 ]"
"('cm5_atom_11',)",0.17162922902870292,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.95724687 1.14282546 0.44617648 1.318125   1.22498844 0.97686736
 0.3145282  0.30320735 0.99812    0.81094398 0.81625714 0.47697892
 0.48583418 0.42523638 0.41134577 0.96183077 0.80472793 0.71978684
 0.89428766 0.9099146  0.88293209 0.90317766 0.82059796 1.20963931
 1.1793925 ]"
"('cm5_atom_5',)",0.055035494030803433,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.78019808 0.87970882 0.82415591 0.63134023 0.57056138 1.02048278
 0.85063949 1.20733761 0.99661217 0.95771697 0.93618716 0.72916343
 0.63964187 0.7973185  0.84780877 0.76626222 0.76030137 0.76367646
 0.83950713 0.58114937 0.80591954 0.83806455 1.17018439 0.61966351
 0.58136711]"
"('cm5_atom_12',)",0.01679993221815279,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.83620386 0.82667439 0.78609163 0.91294429 0.93330359 0.69757037
 0.97497321 0.95280894 1.00270768 0.70172375 0.70496493 0.74517893
 0.83711605 0.8217835  0.77922109 0.83608741 0.82725664 0.83102185
 0.68928303 0.86921738 0.84167701 0.69555191 0.65778336 0.81008029
 0.82374374]"
"('cm5_atom_13',)",0.08797892187109846,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.74926174 0.76176932 0.74023836 0.76570163 0.94835849 0.82131456
 1.8164173  0.7495085  0.76154626 0.80998352 0.80976045 0.72178297
 0.72756101 0.73803137 0.73658045 0.75033958 0.74354687 0.74092731
 0.81426721 0.74770817 0.7505962  0.81345587 0.81873448 0.76751973
 0.79005746]"
"('nbo_diff_11-12',)",0.041293300208145256,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.66120978 0.57407911 0.93598218 0.8724516  1.04334149 0.7147314
 1.04681828 1.02385035 0.68860273 0.7898513  0.79006202 0.96874837
 1.01858247 0.96190013 0.85148545 0.59778455 0.71999927 0.76667265
 0.7288493  0.69987599 0.6748009  0.70788316 0.7553994  0.79575133
 1.00625564]"
"('nbo_diff_3-5',)",0.3306962190444601,0.24059001979421224,0.5307127918526263,0.6156509463552564,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[ 0.62818923  0.38815695  0.39456284  0.89271459  0.97146929  1.28799537
  1.57362247  0.53963729  1.1312396   1.32454659  1.48318645 -0.02068923
  0.09763123  0.47256391  0.61952244  0.68132039  0.68847991  0.67114634
  1.05738351  1.4213885   0.53586912  1.06642711  0.69563943  0.86030835
  0.93265717]"
"('nbo_diff_11-5',)",0.024159249987920517,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.71731111 0.7280471  0.87184592 0.78283767 0.78997737 0.83709938
 0.95799828 1.11015319 0.85719631 0.8326569  0.8219738  0.95503663
 0.94144475 0.90585204 0.91108781 0.6761124  0.73354731 0.75359135
 0.68674262 0.63866865 0.73344154 0.69456985 0.92801154 0.76353404
 0.76623126]"
"('hirshfeld_diff_11-12',)",0.2593089074495588,0.17311745825446512,0.5302528266830352,0.6424189045718933,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.45902166 0.31486515 0.8943306  1.22050225 1.82307452 0.56874641
 1.14409963 1.18642949 0.61247965 0.67422838 0.67589285 0.70265498
 0.80999724 0.93486544 0.84057788 0.4555948  0.5706067  0.65141529
 0.63591283 0.47458939 0.52540481 0.71724361 0.66205487 1.27170931
 1.56867108]"
"('hirshfeld_diff_3-5',)",0.3346756623203905,0.22966362520044403,0.5090874856981512,0.6200641232925272,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.53240312 0.50603629 0.50019222 0.51904526 0.52819141 1.48655609
 1.43940481 1.33391255 1.39558054 1.51821872 1.51667359 0.47751375
 0.46896572 0.51827269 0.59081887 0.54202278 0.54350561 0.54107577
 0.87396329 0.69224895 0.522933   0.8172422  1.47380879 0.53227852
 0.5241043 ]"
"('hirshfeld_diff_11-5',)",0.0005297729594673228,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.82166211 0.82371256 0.80257138 0.81031728 0.79671649 0.84300526
 0.79786455 0.78122941 0.81408866 0.84111662 0.84186901 0.80369701
 0.80259737 0.80399938 0.80636992 0.82318696 0.8177868  0.81515522
 0.83625034 0.82204834 0.81865848 0.83759919 0.83300693 0.80436789
 0.79609167]"
"('cm5_diff_11-12',)",0.08854620947731873,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.88143329 1.00816981 0.61786041 1.021267   0.94022948 1.04885147
 0.3241401  0.34186366 0.72066143 0.94042496 0.94012088 0.68291198
 0.58556269 0.56482004 0.6037641  0.88443065 0.79605175 0.7387108
 1.00647565 0.81488304 0.82882731 1.0050204  0.99563734 1.06852985
 1.03432076]"
"('cm5_diff_3-5',)",0.2660171616333602,0.15996713646989325,0.5601014563042008,0.6475071070127555,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.61475085 0.63569118 0.64074088 0.57946966 0.55487367 1.43579113
 1.32014476 1.38654725 1.35151817 1.41577769 1.41482114 0.61979314
 0.59336561 0.62098697 0.60197458 0.61142145 0.60890031 0.61295639
 0.52630318 0.47689616 0.62367866 0.56509172 1.44967967 0.5739528
 0.55984181]"
"('cm5_diff_11-5',)",0.029409577098224116,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.86999068 0.88698998 0.70551638 1.02972168 1.02519994 0.78677667
 0.65753968 0.52228042 0.80177191 0.76188196 0.77138868 0.74959574
 0.78528621 0.70937345 0.68666408 0.87647619 0.83312193 0.80724029
 0.82978853 0.9299112  0.83892264 0.83290037 0.68606991 1.0025812
 1.00797909]"
"('dihedral_[5, 4, 6, 11]',)",0.2682985145154331,0.1651435073613191,0.5954539459388655,0.6455090206903286,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.5787712  0.58280113 0.56843291 0.66734911 0.72985395 1.46799636
 0.70847589 0.85094769 0.76524658 1.4681676  1.45062862 0.38415605
 0.40743874 0.56286844 0.52760951 0.57565564 0.5812651  0.57228183
 0.93590204 1.22117789 0.56591411 1.33783421 1.60065211 0.55509733
 0.72844479]"
"('angle_[11, 12, 5]',)",0.8184200070737865,0.7895243354895942,0.2540499114148391,0.3241136680689844,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[ 0.08190825  0.26833076  0.28314271  1.46913963  1.68979189  1.79506405
  0.98057688  0.99606651  1.09220059  1.52200154  1.5232171   0.25195068
  0.29233811  0.203335   -0.06416168  0.0656693   0.08497759  0.12934177
  1.2680402   0.57362365  0.14988124  1.07997087  1.69798918  1.65041096
  1.31016204]"
"('bond_length_4-6',)",0.26858594709580474,0.15049591919254424,0.5362084429537444,0.6511471378492454,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.483049   0.51664386 0.59679008 0.50476082 0.5051935  1.26906671
 1.4267739  1.3162695  1.37250736 1.22641494 1.23453167 0.61084934
 0.61232179 0.54822884 0.60643203 0.34707504 0.48660993 0.50068824
 1.12242224 1.18230035 0.50616596 1.17402421 1.21243957 0.59372816
 0.43968177]"
"('bond_length_5-11',)",0.04990041201833706,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.80863914 0.8113091  0.79399084 0.83169461 0.9530902  0.99914648
 0.51352672 0.56077817 0.54008027 1.01708833 1.00672821 0.67010427
 0.60279254 0.77155381 0.82928045 0.82109279 0.8004027  0.79256376
 0.96079978 0.62862067 0.79845508 1.0515269  1.07459344 0.83580608
 0.92130449]"
"('bond_length_12-13',)",0.02222960146001418,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.79503585 0.79473626 0.79522171 0.79536096 0.77276648 0.79529483
 1.33136836 0.79538291 0.79509313 0.79561041 0.79564453 0.79532504
 0.79563971 0.79527503 0.79495564 0.7950181  0.79518375 0.7952286
 0.79544859 0.79519128 0.79501287 0.79534215 0.79532189 0.79526707
 0.79524367]"
"('bond_length_12-14',)",0.0778345256233337,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.77361585 0.77240461 0.77223052 0.78250821 1.78117666 0.77313253
 0.78026554 0.77653095 0.77791599 0.7740638  0.7742989  0.77393382
 0.77452904 0.77311325 0.77316497 0.77352461 0.773442   0.77336817
 0.77470287 0.7762279  0.77321395 0.77341409 0.77181251 0.78350069
 0.7888774 ]"
"('bond_length_11-12',)",0.2069534770812953,0.11401558284045199,0.5852776597745813,0.6649813158074719,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.70011074 0.72463793 0.6916502  1.3364638  1.78337079 0.62318278
 0.66567068 0.69702651 0.71919641 0.58830178 0.59141454 0.71982293
 0.73828652 0.68961075 0.65383126 0.70714697 0.68258539 0.66772454
 0.69373743 0.71446079 0.68301621 0.71966159 0.610949   1.38931359
 1.6037957 ]"
"('aniso',)",0.06271267871989294,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[1.03537492 0.97689886 0.96505497 0.91184286 1.01727376 0.83754647
 0.70279055 0.79421376 0.7840971  0.91390542 0.84915311 0.95636818
 0.70752304 0.91141263 0.85086452 0.30109465 0.70019653 0.40625982
 0.91675567 0.83306389 0.50821094 0.85827961 0.91325059 0.86025676
 0.88328022]"
"('iso',)",0.19066711408022796,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.28775352 0.38915553 0.42288037 0.99971164 0.5323758  1.03218869
 1.0848579  1.12449079 1.01829753 0.88939584 0.93022827 0.18491757
 0.66060189 0.35543759 0.56446679 1.10797307 1.07316589 1.014499
 1.01984176 1.44841333 0.94318186 0.77176564 0.97121236 0.75947386
 0.80868234]"
"('energy',)",0.0392449095853028,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.78138595 0.57552001 0.84227014 0.89908181 1.03001336 0.69565938
 0.86609439 0.72946131 0.52155911 0.93553087 0.93390186 0.86283637
 0.89093677 0.92046254 0.91435376 0.55658279 0.80174856 0.71337485
 0.90641235 0.84125201 0.54619786 0.8982673  0.83779037 0.88299535
 1.01127976]"
"('cone_angle_deg',)",0.00010349365391670862,-inf,inf,inf,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.81731785 0.81727817 0.81703862 0.82812857 0.82590528 0.80420858
 0.81654823 0.81620961 0.81680438 0.80418271 0.80441201 0.81530428
 0.81583753 0.81723208 0.81556413 0.81702484 0.81722635 0.81704588
 0.8071438  0.82027423 0.81705845 0.80638645 0.80465663 0.83050099
 0.82567916]"
"('%Vbur_first',)",0.39313320782852657,0.2993213009503075,0.5154085248915156,0.5913653288358149,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.66463167 0.657415   0.6538803  2.21592058 1.61281338 0.72162861
 0.94622897 0.93488849 0.94122149 0.72604698 0.72324868 0.10246801
 0.18023128 0.63090479 0.5714041  0.66448439 0.66551534 0.66212792
 0.63002112 0.61514595 0.66875547 0.68687078 0.71809391 1.77540932
 1.02561231]"
"('%Vbur_second',)",0.5788067460133115,0.45795482985495295,0.42528843060811555,0.5201326791768698,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[ 0.51688829  0.65578208  0.51157667  2.51267889  1.45719847  1.07052266
  0.77897083  0.77409333  0.90685833  0.94250748  0.94250748 -0.12050626
  0.07571729  0.30074617  0.29740087  0.6714105   0.56581649  0.51351745
  0.92991791  0.63701265  0.5157136   0.74007853  0.99378505  1.79272439
  1.41204969]"
"('Δ%Vbur(second-first)',)",0.6187205805858746,0.5624481683747257,0.36997491051034415,0.4673165419000553,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[ 0.42545019  0.71262498  0.429529    2.29155366  1.00787653  1.45300266
  0.56412702  0.56987722  0.82630913  1.19137023  1.19519211 -0.07938793
  0.20618792  0.03995999  0.11454614  0.73417373  0.52193439  0.42213949
  1.29738481  0.73288018  0.41747253  0.84070267  1.30461435  1.4557229
  1.71972495]"
"('Vbur1_volume_A3',)",0.3931332070021375,0.2993213008315625,0.5154085250052922,0.5913653288859247,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.66463167 0.657415   0.65388031 2.21592058 1.61281339 0.72162861
 0.94622897 0.93488849 0.94122148 0.72604697 0.72324868 0.102468
 0.18023128 0.63090479 0.57140411 0.66448439 0.66551534 0.66212792
 0.63002112 0.61514594 0.66875547 0.68687078 0.71809392 1.77540932
 1.02561231]"
"('Free1_volume_A3',)",0.3931332080051082,0.2993213011340238,0.5154085249413375,0.5913653287582876,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[0.66463166 0.657415   0.6538803  2.21592058 1.61281338 0.72162861
 0.94622897 0.93488849 0.94122149 0.72604698 0.72324868 0.10246801
 0.18023128 0.63090479 0.5714041  0.66448439 0.66551534 0.66212792
 0.63002112 0.61514595 0.66875547 0.68687078 0.71809391 1.77540932
 1.02561231]"
"('Vbur2_volume_A3',)",0.578806745482098,0.45795482937753274,0.4252884309610262,0.5201326794059299,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[ 0.51688829  0.65578208  0.51157667  2.51267889  1.45719847  1.07052266
  0.77897083  0.77409333  0.90685833  0.94250748  0.94250748 -0.12050626
  0.07571729  0.30074617  0.29740087  0.6714105   0.56581649  0.51351745
  0.92991791  0.63701265  0.5157136   0.74007853  0.99378505  1.79272439
  1.41204969]"
"('Free2_volume_A3',)",0.5788067460277023,0.4579548303717047,0.4252884304041441,0.520132678928939,0.2,<modeling.LinearRegressionModel object at 0x000001C7595DFC10>,"[ 0.51688829  0.65578208  0.51157667  2.51267889  1.45719847  1.07052266
  0.77897083  0.77409333  0.90685833  0.94250748  0.94250748 -0.12050626
  0.07571729  0.30074616  0.29740086  0.6714105   0.56581649  0.51351745
  0.92991791  0.63701265  0.5157136   0.74007853  0.99378505  1.79272439
  1.41204969]"
"('cross', 'para')",0.20616319800997818,-0.06231613916083245,0.637367222349891,0.7281540861487128,0.2,<modeling.LinearRegressionModel object at 0x000001C7693CA9A0>,"[0.79141765 1.04935696 0.45795567 1.33200273 1.3921318  0.74759824
 0.44643374 0.4082454  0.62154879 0.77659834 0.78608936 0.43043886
 0.4018706  0.50980352 0.54220106 0.76185993 0.58477465 0.67428307
 1.16965667 1.04169964 0.97890487 1.18703855 0.78675916 0.98816894
 1.52813064]"
"('cross', 'Frequency_Stretch_4_5')",0.5561243710806334,0.41636111380417073,0.4753354421584168,0.5397199993958323,0.2,<modeling.LinearRegressionModel object at 0x000001C7693CA9A0>,"[ 0.52513597  0.84860444  0.10339279  1.07106566  1.08608457  1.44369547
  0.97237415  0.71898958  1.21134278  1.44275672  1.47184997 -0.09944845
 -0.08846979  0.12603613  0.12677547  0.52829002  0.28611088  0.38445595
  1.56442433  1.13860761  0.74920853  1.52540923  1.31362436  0.67643866
  1.26821381]"
"('cross', 'dipole_x_10-11-12')",0.20800264398958423,-0.08409264316931919,0.6342663909060126,0.735579470401592,0.2,<modeling.LinearRegressionModel object at 0x000001C7693CA9A0>,"[0.78138486 1.05940174 0.46013104 1.30473782 1.37669051 0.80735606
 0.48032896 0.33755298 0.64775884 0.80706613 0.83925604 0.43681927
 0.39793974 0.49314196 0.52509898 0.72108123 0.58433403 0.69162929
 1.19381057 1.06772843 0.95103235 1.20735474 0.74897531 0.95245244
 1.52190552]"
"('cross', 'dipole_y_10-11-12')",0.21427746444511275,-0.052731986972602396,0.636148116782222,0.7248619628485748,0.2,<modeling.LinearRegressionModel object at 0x000001C7693CA9A0>,"[0.79336278 1.17422079 0.4739325  1.27076109 1.33677635 0.89127288
 0.41482862 0.34581393 0.77485521 0.77654906 0.79854909 0.44617314
 0.40760131 0.43412762 0.45131606 0.75787934 0.55645805 0.58067821
 1.19688872 1.07251124 1.02809684 1.20972331 0.79929505 0.93567742
 1.46762021]"
