combination,r2,q2,mae,rmsd,threshold,model,predictions
"('cross', '-18-20-', 'Dist_2-3', 'Dist_2-9')",0.370793989065883,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.63310452 0.90058583 0.80576887 0.73715708 0.92238068 0.9904284
 0.89838635 0.75999684 0.72226515 0.65256936 0.75521169 0.66452483
 0.55260885 0.64337124 0.76548028]"
"('cross', '-18-20-', 'Dist_2-3', 'Dist_18-20')",0.39004459380269607,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.60800272 0.88485018 0.81616348 0.69176154 0.92558235 0.96811944
 0.9386451  0.84158921 0.69640302 0.6501208  0.75170785 0.67090467
 0.5733236  0.65218298 0.73448305]"
"('cross', '-18-20-', 'Dist_2-3', 'Dist_16-17')",0.6182578134805063,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.69055656 0.87606777 0.86269997 0.81976509 0.94374201 0.7840419
 1.02662177 0.93392543 0.71888009 0.48289194 0.81033456 0.60351741
 0.49610139 0.63859522 0.71609886]"
"('cross', '-18-20-', 'Dist_2-3', 'Dist_10-17')",0.3950859562680473,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.63286688 0.90340144 0.80812108 0.77653705 0.92355779 0.98340571
 0.8567598  0.73854675 0.74923499 0.62316618 0.80325379 0.61686303
 0.5266975  0.67222029 0.78920772]"
"('cross', '-18-20-', 'Dist_2-3', 'dip_x')",0.3961431609467597,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.66883163 0.8408788  0.76329055 0.75387505 0.9536625  1.02821701
 0.90349475 0.76694323 0.73704973 0.65971683 0.77905719 0.68484419
 0.55822793 0.60111657 0.70463403]"
"('cross', '-18-20-', 'Dist_2-3', 'dip_y')",0.5744732867398852,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.67502611 1.00420506 0.93913902 0.8313998  0.99522597 0.87631873
 0.72265798 0.80759912 0.74315849 0.55193709 0.75176579 0.57487133
 0.48813885 0.68240205 0.7599946 ]"
"('cross', '-18-20-', 'Dist_2-3', 'dip_z')",0.37846910883294116,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.64569121 0.8973711  0.79750419 0.7672443  0.92283825 0.98651996
 0.90903196 0.74688352 0.69401042 0.6830132  0.75335122 0.64807149
 0.52855281 0.65870717 0.76504917]"
"('cross', '-18-20-', 'Dist_2-3', 'B1')",0.43827292551119046,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.6325812  0.90039484 0.81245424 0.79157778 0.90560859 0.98726228
 0.91405979 0.79067014 0.77799323 0.67707403 0.74258685 0.73199489
 0.58727011 0.49809893 0.65421308]"
"('cross', '-18-20-', 'Dist_2-3', 'B5')",0.3887486095984847,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.63816942 0.9122536  0.78628853 0.73420736 0.89196204 1.01104983
 0.88993863 0.79114731 0.71328896 0.61370893 0.76258618 0.71090381
 0.56102337 0.60931021 0.77800179]"
"('cross', '-18-20-', 'Dist_2-3', 'L')",0.38146163537555866,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.65094851 0.9139071  0.84065034 0.7048028  0.90751887 0.98865082
 0.89131465 0.77433543 0.75869261 0.6529203  0.76166569 0.69247294
 0.54206028 0.62536362 0.69853601]"
"('cross', '-18-20-', 'Dist_2-9', 'Dist_18-20')",0.3561005852131166,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.66964091 0.87264031 0.82463487 0.65000303 0.91640231 0.93369724
 0.92334271 0.85179895 0.61040039 0.6298456  0.80396809 0.66189842
 0.64287708 0.63538712 0.77730292]"
"('cross', '-18-20-', 'Dist_2-9', 'Dist_16-17')",0.5632952117095319,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.76738563 0.86768984 0.88662387 0.79178903 0.92283963 0.73774667
 0.99741736 0.90381364 0.64354507 0.48611726 0.88706171 0.5812675
 0.57750302 0.60155181 0.75148791]"
"('cross', '-18-20-', 'Dist_2-9', 'Dist_10-17')",0.35980218615660575,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.67216131 0.89744766 0.84344342 0.77460117 0.90110772 0.93720871
 0.817308   0.70247097 0.72672503 0.63888817 0.89681061 0.56579027
 0.57878281 0.65367083 0.79742329]"
"('cross', '-18-20-', 'Dist_2-9', 'dip_x')",0.312399636610849,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.74512936 0.85475872 0.80816051 0.71088209 0.91512747 0.9627518
 0.86313799 0.72302506 0.64118076 0.66724735 0.86123056 0.65145141
 0.65640974 0.57253116 0.77081601]"
"('cross', '-18-20-', 'Dist_2-9', 'dip_y')",0.49643682376666787,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.74566856 0.99298463 0.98569454 0.79056127 0.96170061 0.81444218
 0.69668109 0.7706449  0.67238355 0.59352331 0.84893261 0.54413165
 0.59429743 0.62778898 0.76440466]"
"('cross', '-18-20-', 'Dist_2-9', 'dip_z')",0.3137740332547512,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.72486261 0.88756995 0.82454371 0.74187418 0.89786544 0.93786786
 0.88075141 0.70764302 0.6106943  0.70772467 0.83559048 0.61982842
 0.61274907 0.62045986 0.79381499]"
"('cross', '-18-20-', 'Dist_2-9', 'B1')",0.3643536743513418,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.76756753 0.8929133  0.81425462 0.75935698 0.88810584 0.9483908
 0.8496223  0.73792305 0.64527597 0.63642848 0.83610051 0.71320395
 0.69126072 0.46023333 0.7632026 ]"
"('cross', '-18-20-', 'Dist_2-9', 'B5')",0.30651356692118426,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.70168223 0.88812057 0.8346606  0.71104375 0.91689267 0.94320601
 0.87174618 0.7138211  0.65570738 0.67543729 0.82136162 0.62426976
 0.62503802 0.62529241 0.79556039]"
"('cross', '-18-20-', 'Dist_2-9', 'L')",0.33145585560705837,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.76194666 0.91586643 0.86117143 0.6618598  0.88651219 0.9589435
 0.83884434 0.74255814 0.67909033 0.62186458 0.83505614 0.69327018
 0.61297181 0.58939856 0.74448588]"
"('cross', '-18-20-', 'Dist_18-20', 'Dist_16-17')",0.5605879427040579,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.75667512 0.86597193 0.89868448 0.78806996 0.91792991 0.72874084
 1.00589076 0.90765652 0.65349984 0.50489563 0.8923873  0.57745726
 0.58293058 0.59494813 0.72810172]"
"('cross', '-18-20-', 'Dist_18-20', 'Dist_10-17')",0.45472555684608573,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.62411025 0.87492003 0.80821186 0.72100759 0.93904515 0.93988929
 0.87591889 0.87590631 0.67789503 0.54303106 0.84581429 0.58938347
 0.55080779 0.72602342 0.81187555]"
"('cross', '-18-20-', 'Dist_18-20', 'dip_x')",0.3678710886914338,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.69516063 0.8196489  0.80446973 0.6519231  0.93516524 0.9502105
 0.93496476 0.86412381 0.62051051 0.65478232 0.83688133 0.67345833
 0.66464986 0.59097661 0.70691434]"
"('cross', '-18-20-', 'Dist_18-20', 'dip_y')",0.5892620052284351,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.6987964  0.97821479 0.97717785 0.7310608  0.99727677 0.79774523
 0.75329874 0.94518435 0.62492388 0.5222748  0.79719891 0.56690542
 0.58107172 0.68217802 0.75053231]"
"('cross', '-18-20-', 'Dist_18-20', 'dip_z')",0.3827899503397384,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.68324447 0.86437816 0.805023   0.70061895 0.92202651 0.92842333
 0.95328724 0.84859717 0.55602503 0.67877429 0.78986951 0.63594743
 0.59171133 0.67240409 0.77350947]"
"('cross', '-18-20-', 'Dist_18-20', 'B1')",0.4001694043839602,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.67018396 0.86576077 0.84832905 0.67519318 0.89370152 0.90959977
 0.94561124 0.8911189  0.64394887 0.66943262 0.81382122 0.71232065
 0.7001988  0.50096066 0.66365876]"
"('cross', '-18-20-', 'Dist_18-20', 'B5')",0.3490752128604111,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.64905397 0.86952575 0.84542988 0.64502254 0.91088171 0.92006152
 0.93730925 0.85335536 0.63069072 0.66631753 0.81000304 0.65252645
 0.64922595 0.62780154 0.73663476]"
"('cross', '-18-20-', 'Dist_18-20', 'L')",0.3630365937989468,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.68158374 0.88694249 0.86927511 0.61718234 0.8967836  0.92809422
 0.9185212  0.86198967 0.65945432 0.64551977 0.81431768 0.68820967
 0.6335626  0.61087398 0.6915296 ]"
"('cross', '-18-20-', 'Dist_16-17', 'Dist_10-17')",0.5853768128235136,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.74836111 0.87313707 0.88139652 0.82989779 0.92715406 0.75037816
 0.95928982 0.8822025  0.68433057 0.46670551 0.91291364 0.54478838
 0.53954383 0.63587155 0.76786945]"
"('cross', '-18-20-', 'Dist_16-17', 'dip_x')",0.5765276826454175,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.79953228 0.82104783 0.86388971 0.80021582 0.94156665 0.75414261
 1.00252179 0.90825244 0.64989114 0.49878607 0.91751086 0.59127706
 0.59366556 0.56218142 0.69935874]"
"('cross', '-18-20-', 'Dist_16-17', 'dip_y')",0.6276971232316839,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.77777519 0.93671735 0.96717136 0.82760028 0.95859012 0.70491714
 0.86127559 0.89321095 0.66001809 0.47633976 0.88094908 0.53498976
 0.55923427 0.61985442 0.74519661]"
"('cross', '-18-20-', 'Dist_16-17', 'dip_z')",0.5749989937570825,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.78064529 0.86430295 0.8745108  0.82939171 0.92472378 0.7357284
 1.01053422 0.88894652 0.61139689 0.52060231 0.88129391 0.56274482
 0.54487179 0.62213725 0.75200932]"
"('cross', '-18-20-', 'Dist_16-17', 'B1')",0.5886896380600237,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.77448754 0.86523825 0.90270961 0.81658774 0.90477975 0.72356851
 1.00491603 0.91625817 0.66996123 0.51673955 0.89730478 0.61659431
 0.61909882 0.50038012 0.67521558]"
"('cross', '-18-20-', 'Dist_16-17', 'B5')",0.5621103914517396,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.74801786 0.86384251 0.9028819  0.79199358 0.92641101 0.7259279
 1.01172163 0.90327116 0.66397868 0.51517867 0.88489943 0.56754045
 0.57373198 0.60525844 0.71918475]"
"('cross', '-18-20-', 'Dist_16-17', 'L')",0.5699167985131441,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.77790763 0.87915841 0.91805432 0.76305669 0.90916205 0.73753233
 0.99235621 0.91526851 0.67865164 0.49280015 0.89162746 0.60535771
 0.56871882 0.5854064  0.68878164]"
"('cross', '-18-20-', 'Dist_10-17', 'dip_x')",0.37734028195199465,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.73438568 0.84711419 0.78906321 0.78690215 0.93372613 0.9777298
 0.80721641 0.70166992 0.70603655 0.61303074 0.91550648 0.59098812
 0.58933184 0.62097556 0.7901632 ]"
"('cross', '-18-20-', 'Dist_10-17', 'dip_y')",0.4958701075597002,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.74996601 0.99230878 0.97850661 0.79097112 0.96317057 0.81956997
 0.69568218 0.76928824 0.66737855 0.58566683 0.84635872 0.54709093
 0.59248316 0.63043245 0.77496586]"
"('cross', '-18-20-', 'Dist_10-17', 'dip_z')",0.3584281468265118,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.69675803 0.89657492 0.82399347 0.77951246 0.90682835 0.9459937
 0.82346949 0.69876756 0.68700396 0.6353078  0.87788855 0.57691445
 0.57258337 0.65909401 0.82314985]"
"('cross', '-18-20-', 'Dist_10-17', 'B1')",0.49290978918970985,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.72594144 0.90306216 0.82184298 0.90822728 0.88816108 0.9410941
 0.76439393 0.71337922 0.79039048 0.57978247 0.92916589 0.6285979
 0.60680612 0.46902906 0.73396587]"
"('cross', '-18-20-', 'Dist_10-17', 'B5')",0.3567680679197611,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.68971679 0.8987159  0.83018434 0.76844018 0.90286142 0.94572029
 0.81457553 0.70450809 0.70398387 0.62047193 0.88741512 0.58107402
 0.5842109  0.65044575 0.82151587]"
"('cross', '-18-20-', 'Dist_10-17', 'L')",0.3964403054339055,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.73135972 0.92607419 0.86953481 0.73044847 0.89115596 0.95953272
 0.78341698 0.72415855 0.76667552 0.5787497  0.88975162 0.62645108
 0.53727161 0.64496381 0.74429525]"
"('cross', '-18-20-', 'dip_x', 'dip_y')",0.5582000636592155,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.84551127 0.91700495 0.92626207 0.82906571 1.02434631 0.85774687
 0.65659971 0.77652931 0.66077879 0.55689425 0.89613254 0.56255598
 0.60534331 0.5704816  0.71858731]"
"('cross', '-18-20-', 'dip_x', 'dip_z')",0.32438597600210983,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.75669247 0.8496682  0.79864402 0.75189483 0.91566028 0.95761303
 0.8807298  0.70730185 0.60902861 0.71317577 0.85730313 0.62943676
 0.62216224 0.5924179  0.76211111]"
"('cross', '-18-20-', 'dip_x', 'B1')",0.32957837731406503,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.72175567 0.87957062 0.85280829 0.72881171 0.87929509 0.92611476
 0.87756651 0.73777653 0.67582733 0.71017486 0.85936839 0.67712293
 0.69489215 0.48425528 0.69849987]"
"('cross', '-18-20-', 'dip_x', 'B5')",0.3096056453973064,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.72303706 0.8403412  0.82512531 0.71213762 0.92509515 0.95316792
 0.88223367 0.719461   0.67162609 0.7132409  0.86183186 0.6341204
 0.65365293 0.57205142 0.71671744]"
"('cross', '-18-20-', 'dip_x', 'L')",0.32319296924292173,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.75462212 0.87409896 0.8565308  0.67174407 0.89398452 0.95573716
 0.8596203  0.74140065 0.69049559 0.67686922 0.86647056 0.68125647
 0.64321761 0.55290368 0.68488827]"
"('cross', '-18-20-', 'dip_y', 'dip_z')",0.5036716308060659,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.76644404 0.98852449 0.95792995 0.81957468 0.96680148 0.8262471
 0.70411879 0.75615263 0.63586759 0.59861927 0.83821682 0.53797911
 0.56529401 0.64996432 0.79210567]"
"('cross', '-18-20-', 'dip_y', 'B1')",0.5645959593257578,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.78370541 1.00031587 0.9971227  0.8458699  0.95025557 0.79777151
 0.67968058 0.79178674 0.6936622  0.58967518 0.85402866 0.60015201
 0.64241768 0.48539532 0.69200063]"
"('cross', '-18-20-', 'dip_y', 'B5')",0.4960139124877666,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.74703581 0.99154601 0.97955114 0.79190543 0.96574005 0.81909061
 0.69755067 0.7679865  0.67056735 0.58899091 0.84394696 0.54419614
 0.5897106  0.63373909 0.77228269]"
"('cross', '-18-20-', 'dip_y', 'L')",0.5025559061197923,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.76706971 1.00037499 0.99220732 0.76809867 0.95430605 0.82722677
 0.69102163 0.77801644 0.68831301 0.57539588 0.84612645 0.5724714
 0.58095726 0.62165745 0.74059694]"
"('cross', '-18-20-', 'dip_z', 'B1')",0.38948629360051934,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.78284197 0.88246491 0.80810634 0.84405431 0.88124883 0.92825099
 0.89262048 0.70961027 0.59251579 0.7507391  0.83335154 0.67116816
 0.63288392 0.47870987 0.7152735 ]"
"('cross', '-18-20-', 'dip_z', 'B5')",0.3134507857622386,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.72160627 0.88657487 0.82776926 0.74430606 0.89723515 0.93488333
 0.88489403 0.70650484 0.61228564 0.71838256 0.83601182 0.61599047
 0.61082766 0.62112685 0.78544117]"
"('cross', '-18-20-', 'dip_z', 'L')",0.3773329144473918,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.81990366 0.92285406 0.85737312 0.72380979 0.88076931 0.95946704
 0.85841701 0.72135797 0.63214346 0.68809141 0.82118389 0.68090877
 0.51526744 0.62764452 0.6946485 ]"
"('cross', '-18-20-', 'B1', 'B5')",0.33593556000992575,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.69742631 0.88276515 0.86897589 0.74005906 0.89093475 0.9150224
 0.89133029 0.73155535 0.70276524 0.73709371 0.838229   0.66228668
 0.68110695 0.4924109  0.6718783 ]"
"('cross', '-18-20-', 'B1', 'L')",0.3351390471263431,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.73057226 0.89899534 0.87608679 0.70227922 0.86951774 0.92681937
 0.86869676 0.74637447 0.69592363 0.69635841 0.85384132 0.69303453
 0.67492618 0.49442053 0.67599342]"
"('cross', '-18-20-', 'B5', 'L')",0.3163037266292713,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.72020502 0.90635918 0.88838298 0.6627619  0.883159   0.93538602
 0.86575262 0.73986143 0.7060055  0.68685612 0.84209642 0.66710476
 0.62491462 0.58378494 0.69120947]"
"('cross', 'Dist_1-2', 'Dist_2-3', 'Dist_2-9')",0.49224536576114075,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.70559249 0.80985965 0.73615226 0.74687294 0.91220019 0.93927828
 0.77202814 1.09782734 0.60457018 0.57550168 0.74251138 0.66480626
 0.62702605 0.62466402 0.84494911]"
"('cross', 'Dist_1-2', 'Dist_2-3', 'Dist_18-20')",0.5222267967849092,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.72832832 0.83641793 0.72076821 0.82735159 0.92505708 0.98959886
 0.70832058 1.01408591 0.60815764 0.54265309 0.75137005 0.65819506
 0.60050723 0.6098518  0.88317663]"
"('cross', 'Dist_1-2', 'Dist_2-3', 'Dist_16-17')",0.6605789466949306,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.72033922 0.84041924 0.81475318 0.81820064 0.94587151 0.8003304
 0.94487195 1.07348696 0.64377608 0.44341223 0.79581085 0.61567
 0.5368249  0.63509356 0.77497924]"
"('cross', 'Dist_1-2', 'Dist_2-3', 'Dist_10-17')",0.5458591449208182,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.67791094 0.85552344 0.74991132 0.80501208 0.94688824 0.98244641
 0.76081085 0.97865688 0.61915448 0.49590416 0.80269768 0.61857086
 0.56768849 0.67414156 0.86852258]"
"('cross', 'Dist_1-2', 'Dist_2-3', 'dip_x')",0.5171563635219735,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.73398839 0.77802401 0.69679139 0.76867426 0.9586962  1.00379285
 0.79436501 1.0378927  0.6117101  0.55537371 0.76537737 0.68979613
 0.61255168 0.59714914 0.79965703]"
"('cross', 'Dist_1-2', 'Dist_2-3', 'dip_y')",0.5406903289955572,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.75870218 0.85120171 0.78266686 0.78461526 0.93266525 0.87288801
 0.67370872 1.09961764 0.62945413 0.53958966 0.73394391 0.62232118
 0.59366629 0.64821011 0.88058907]"
"('cross', 'Dist_1-2', 'Dist_2-3', 'dip_z')",0.49049682489886426,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.70208071 0.81974088 0.73738244 0.74311407 0.91854436 0.95111113
 0.77594889 1.07482258 0.60735738 0.55849826 0.74280638 0.67045443
 0.62420182 0.62657195 0.85120471]"
"('cross', 'Dist_1-2', 'Dist_2-3', 'B1')",0.5840103590572752,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.71221562 0.82501048 0.73331416 0.81767663 0.91006343 0.96122553
 0.79147013 1.10051847 0.64586132 0.56237198 0.72587509 0.74973957
 0.65399307 0.46904083 0.74546367]"
"('cross', 'Dist_1-2', 'Dist_2-3', 'B5')",0.5410434461339164,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.65931488 0.80165785 0.78367618 0.76700797 0.99805202 0.93076682
 0.80169277 1.07092672 0.57812766 0.60130628 0.73624697 0.58297446
 0.6124712  0.6874592  0.79215899]"
"('cross', 'Dist_1-2', 'Dist_2-3', 'L')",0.5206425400234379,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.74951368 0.84270621 0.77312835 0.70471574 0.90553538 0.9606678
 0.75507053 1.09342793 0.6334044  0.52928206 0.7486208  0.71560749
 0.59858006 0.61063642 0.78294314]"
"('cross', 'Dist_1-2', 'Dist_2-9', 'Dist_18-20')",0.5313346315196591,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.71111252 0.81708513 0.70338103 0.8666074  0.90662338 0.98375641
 0.67417274 1.06173427 0.68657647 0.5895659  0.71299824 0.65514308
 0.56843172 0.60421323 0.86243845]"
"('cross', 'Dist_1-2', 'Dist_2-9', 'Dist_16-17')",0.6624381817935849,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.71907723 0.83045331 0.82086149 0.8127713  0.9387098  0.78882855
 0.93661752 1.10405753 0.63758082 0.45830641 0.80377353 0.6117609
 0.5555568  0.62414496 0.76133983]"
"('cross', 'Dist_1-2', 'Dist_2-9', 'Dist_10-17')",0.5886656347819225,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.60886513 0.83374595 0.75394633 0.85142334 0.93059241 0.95697622
 0.73976553 1.04795981 0.74675832 0.54037858 0.79647368 0.57407999
 0.50494071 0.70699145 0.81094252]"
"('cross', 'Dist_1-2', 'Dist_2-9', 'dip_x')",0.5223875825029609,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.72933021 0.75666482 0.689498   0.77109968 0.95601492 0.99919999
 0.79487271 1.07064221 0.63654257 0.5787958  0.75942516 0.69228731
 0.61132125 0.58734886 0.77079647]"
"('cross', 'Dist_1-2', 'Dist_2-9', 'dip_y')",0.5297589868122243,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.74649585 0.85109061 0.7650988  0.79149241 0.93158306 0.88229886
 0.68136991 1.09169763 0.67475838 0.5490682  0.69908674 0.63064279
 0.55656112 0.66638878 0.8862068 ]"
"('cross', 'Dist_1-2', 'Dist_2-9', 'dip_z')",0.48252707342431533,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.68389523 0.81864185 0.72792223 0.74267228 0.91599585 0.95629306
 0.7814251  1.07887088 0.65591907 0.56703885 0.71362162 0.67948223
 0.59889848 0.63672181 0.84644142]"
"('cross', 'Dist_1-2', 'Dist_2-9', 'B1')",0.5872240157034547,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.7180316  0.8353089  0.73200367 0.82244346 0.91706777 0.97327214
 0.79511026 1.07261284 0.63599202 0.54534897 0.72929853 0.75553437
 0.65190557 0.46594835 0.75396154]"
"('cross', 'Dist_1-2', 'Dist_2-9', 'B5')",0.4923525027801502,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.67088803 0.81239474 0.72428117 0.76774046 0.94722075 0.95705925
 0.79636671 1.05889396 0.66610131 0.59211255 0.68257028 0.648227
 0.55562163 0.68227672 0.84208539]"
"('cross', 'Dist_1-2', 'Dist_2-9', 'L')",0.5078220136499279,-inf,inf,inf,0.8,<M3_modeler.modeling.LinearRegressionModel object at 0x00000208D46BAAC0>,"[0.73548047 0.84275428 0.75264513 0.71466734 0.90575595 0.97069905
 0.76353027 1.08146639 0.68029776 0.53924021 0.71077463 0.72222998
 0.5586209  0.63183679 0.79384082]"
