combination,r2,q2,mae,rmsd,threshold,model
"('Dist_2-9', 'Dist_10-17')",0.241513942457375,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_2-9', 'dip_x')",0.14274129808860692,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_2-9', 'dip_y')",0.16393600978443534,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_2-9', 'dip_z')",0.0652274045857354,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_2-9', 'B1')",0.2541616964073209,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_2-9', 'B5')",0.11177553028542753,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_2-9', 'L')",0.1666503864090605,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_18-20', 'Dist_16-17')",0.5139192658805789,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_18-20', 'Dist_10-17')",0.37645843709149596,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_18-20', 'dip_x')",0.37490583678627243,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_18-20', 'dip_y')",0.27378380150268233,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_18-20', 'dip_z')",0.22627274484553384,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_18-20', 'B1')",0.33767745604951904,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_18-20', 'B5')",0.22000639800631927,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_18-20', 'L')",0.21138089591170717,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_16-17', 'Dist_10-17')",0.5230308438512834,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_16-17', 'dip_x')",0.6214354912903571,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_16-17', 'dip_y')",0.5400963078639925,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_16-17', 'dip_z')",0.5403985247207601,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_16-17', 'B1')",0.5442320897809985,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_16-17', 'B5')",0.5198533069161375,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_16-17', 'L')",0.5139729081119668,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_10-17', 'dip_x')",0.310300606808947,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_10-17', 'dip_y')",0.2544271188266227,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_10-17', 'dip_z')",0.22555781933703,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_10-17', 'B1')",0.3928687824916599,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_10-17', 'B5')",0.2324005114419011,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('Dist_10-17', 'L')",0.2574505487467953,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_x', 'dip_y')",0.419983636055662,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_x', 'dip_z')",0.16223931867412844,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_x', 'B1')",0.20695446482375135,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_x', 'B5')",0.1723060512735679,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_x', 'L')",0.23564371730828948,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_y', 'dip_z')",0.08428125938209186,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_y', 'B1')",0.3172465045694757,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_y', 'B5')",0.08562272105501323,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_y', 'L')",0.1837468563517176,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_z', 'B1')",0.41304996683446515,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_z', 'B5')",0.03592814662730093,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('dip_z', 'L')",0.27722258579368664,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('B1', 'B5')",0.2903678709995876,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('B1', 'L')",0.20459745888294278,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"('B5', 'L')",0.14301676161618537,-inf,inf,inf,0.9,<modeling.LinearRegressionModel object at 0x00000290C83D6430>
"['Dist_1-2', 'Dist_16-17']",0.6223074267626449,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x00000290C6225B20>
"['Dist_1-2', 'Dist_16-17']",0.6223074267626449,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x00000290C82AFD30>
"['Dist_1-2', 'Dist_16-17']",0.6223074267626449,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x00000290C8D060A0>
