combination,r2,q2,mae,rmsd,threshold
"('PC1', 'PC17', 'PC18', 'PC19')",0.15829024638403755,-inf,inf,inf,0.85
"('PC1', 'PC17', 'PC18', 'PC20')",0.14711900398571975,-inf,inf,inf,0.85
"('PC1', 'PC17', 'PC19', 'PC20')",0.1386132202141913,-inf,inf,inf,0.85
"('PC1', 'PC18', 'PC19', 'PC20')",0.07669867735366553,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC5')",0.240593844340255,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC6')",0.25820998088564484,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC7')",0.2548727431497744,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC8')",0.35511434660363594,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC9')",0.23046706295914032,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC10')",0.29627276156764093,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC11')",0.22879234120127878,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC12')",0.24140519373086922,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC13')",0.2766049976974225,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC14')",0.2465936662130821,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC15')",0.22746935593560402,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC16')",0.2274756825753319,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC17')",0.3127986200980063,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC18')",0.25088407724225603,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC19')",0.2423782934727433,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC4', 'PC20')",0.23120705107275796,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC6')",0.20442099667804103,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC7')",0.20108375894086683,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC8')",0.3013253623944121,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC9')",0.1766780787525658,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC10')",0.24248377735979432,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC11')",0.17500335699464842,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC12')",0.18761620952464564,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC13')",0.22281601349275693,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC14')",0.19280468200708212,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC15')",0.17368037172863948,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC16')",0.17368669836839068,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC17')",0.25900963589463477,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC18')",0.19709509303604633,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC19')",0.18858930926518136,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC5', 'PC20')",0.17741806686591155,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC7')",0.21869989548167057,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC8')",0.3189414989347389,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC9')",0.19429421529218127,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC10')",0.2600999139032203,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC11')",0.19261949353453878,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC12')",0.20523234606463203,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC13')",0.240432150031488,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC14')",0.2104208185462545,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC15')",0.19129650826848554,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC16')",0.19130283490823785,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC17')",0.276625772438,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC18')",0.21471122957662858,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC19')",0.20620544579912303,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC6', 'PC20')",0.19503420340537425,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC8')",0.3156042612025358,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC9')",0.19095697755533347,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC10')",0.25676267617023896,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC11')",0.18928225579809144,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC12')",0.2018951083228424,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC13')",0.23709491229543367,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC14')",0.20708358080833156,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC15')",0.18795927053176265,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC16')",0.1879655971715073,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC17')",0.27328853469880143,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC18')",0.21137399183976302,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC19')",0.20286820806896022,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC7', 'PC20')",0.191696965667007,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC9')",0.29119858100969676,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC10')",0.35700427961387626,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC11')",0.2895238592523681,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC12')",0.30213671176683876,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC13')",0.33733651575345536,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC14')",0.3073251842499133,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC15')",0.28820087398549654,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC16')",0.28820720062521055,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC17')",0.3735301381402958,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC18')",0.3116155952879791,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC19')",0.30310981152019734,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC8', 'PC20')",0.29193856912317373,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC10')",0.23235699597437642,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC11')",0.16487657560866698,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC12')",0.17748942813867163,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC13')",0.21268923210622437,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC14')",0.18267790062138956,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC15')",0.16355359034283512,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC16')",0.16355991698258776,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC17')",0.2488828545079098,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC18')",0.18696831165088268,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC19')",0.1784625278792662,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC9', 'PC20')",0.16729128547985106,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC10', 'PC11')",0.23068227421636012,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC10', 'PC12')",0.2432951267433524,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC10', 'PC13')",0.2784949307152599,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC10', 'PC14')",0.24848359923709906,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC10', 'PC15')",0.22935928895087576,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC10', 'PC16')",0.22936561559064017,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC10', 'PC17')",0.3146885531166502,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC10', 'PC18')",0.25277401025757995,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC10', 'PC19')",0.24426822648982804,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC10', 'PC20')",0.23309698408706825,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC11', 'PC12')",0.1758147063805452,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC11', 'PC13')",0.21101451034891572,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC11', 'PC14')",0.18100317886336714,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC11', 'PC15')",0.1618788685850936,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC11', 'PC16')",0.1618851952248448,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC11', 'PC17')",0.24720813274961806,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC11', 'PC18')",0.18529358989369382,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC11', 'PC19')",0.17678780612142864,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC11', 'PC20')",0.16561656372196454,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC12', 'PC13')",0.22362736287502716,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC12', 'PC14')",0.1936160313905375,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC12', 'PC15')",0.17449172111516364,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC12', 'PC16')",0.17449804775488353,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC12', 'PC17')",0.2598209852782297,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC12', 'PC18')",0.19790644242245825,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC12', 'PC19')",0.1894006586533078,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC12', 'PC20')",0.17822941625089206,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC13', 'PC14')",0.22881583535955896,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC13', 'PC15')",0.20969152508243116,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC13', 'PC16')",0.20969785172218436,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC13', 'PC17')",0.295020789249155,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC13', 'PC18')",0.23310624638742472,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC13', 'PC19')",0.22460046261911026,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC13', 'PC20')",0.21342922021975053,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC14', 'PC15')",0.17968019359756204,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC14', 'PC16')",0.179686520237329,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC14', 'PC17')",0.2650094577614276,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC14', 'PC18')",0.20309491490633758,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC14', 'PC19')",0.19458913113542364,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC14', 'PC20')",0.1834178887345257,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC15', 'PC16')",0.16056220995892379,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC15', 'PC17')",0.24588514748426338,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC15', 'PC18')",0.1839706046271119,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC15', 'PC19')",0.17546482085568615,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC15', 'PC20')",0.16429357845614811,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC16', 'PC17')",0.24589147412406176,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC16', 'PC18')",0.18397693126685777,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC16', 'PC19')",0.17547114749544535,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC16', 'PC20')",0.16429990509590198,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC17', 'PC18')",0.2692998687947512,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC17', 'PC19')",0.26079408502157064,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC17', 'PC20')",0.24962284262079948,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC18', 'PC19')",0.1988795421629832,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC18', 'PC20')",0.18770829976462922,-inf,inf,inf,0.85
"('PC2', 'PC3', 'PC19', 'PC20')",0.17920251599273562,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC6')",0.27111507749098374,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC7')",0.26777783975482217,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC8')",0.3680194432085717,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC9')",0.24337215956486957,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC10')",0.30917785817221355,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC11')",0.24169743780680086,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC12')",0.2543102903361931,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC13')",0.2895100943033154,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC14')",0.2594987628185459,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC15')",0.24037445254102308,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC16')",0.24038077918073675,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC17')",0.3257037167045359,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC18')",0.26378917384696743,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC19')",0.25528339007821155,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC5', 'PC20')",0.24411214767853018,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC7')",0.28539397630111685,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC8')",0.38563557975438956,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC9')",0.260988296109976,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC10')",0.3267939947211307,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC11')",0.25931357435218216,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC12')",0.27192642688167035,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC13')",0.30712623084753743,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC14')",0.277114899363209,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC15')",0.2579905890863601,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC16')",0.25799691572607497,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC17')",0.3433198532533922,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC18')",0.2814053103930406,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC19')",0.2728995266176443,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC6', 'PC20')",0.2617282842234835,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC8')",0.382298342023199,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC9')",0.25765105837414093,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC10')",0.3234567569891619,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC11')",0.25597633661674735,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC12')",0.2685891891408936,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC13')",0.30378899311249563,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC14')",0.27377766162629913,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC15')",0.2546533513506497,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC16')",0.25465967799035716,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC17')",0.3399826155152059,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC18')",0.27806807265718814,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC19')",0.2695622888884939,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC7', 'PC20')",0.2583910464861289,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC9')",0.35789266182870827,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC10')",0.42369836043300346,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC11')",0.3562179400712284,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC12')",0.3688307925850941,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC13')",0.4040305965707217,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC14')",0.3740192650680848,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC15')",0.3548949548045881,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC16')",0.3549012814442646,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC17')",0.44022421895690467,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC18')",0.37830967610560795,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC19')",0.3698038923399355,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC8', 'PC20')",0.3586326499424999,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC10')",0.29905107679164744,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC11')",0.23157065642567154,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC12')",0.24418350895507102,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC13')",0.2793833129216349,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC14')",0.249371981437705,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC15')",0.2302476711600706,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC16')",0.23025399779978584,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC17')",0.31557693532266273,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC18')",0.2536623924666559,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC19')",0.2451566086971484,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC9', 'PC20')",0.23398536629732147,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC10', 'PC11')",0.29737635503348014,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC10', 'PC12')",0.3099892075598675,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC10', 'PC13')",0.34518901153078596,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC10', 'PC14')",0.3151776800535303,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC10', 'PC15')",0.2960533697682268,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC10', 'PC16')",0.29605969640795393,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC10', 'PC17')",0.38138263393151894,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC10', 'PC18')",0.31946809107346863,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC10', 'PC19')",0.3109623073078259,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC10', 'PC20')",0.29979106490465435,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC11', 'PC12')",0.24250878719679325,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC11', 'PC13')",0.2777085911641748,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC11', 'PC14')",0.24769725967953138,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC11', 'PC15')",0.22857294940217787,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC11', 'PC16')",0.22857927604189165,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC11', 'PC17')",0.3139022135642199,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC11', 'PC18')",0.2519876707093157,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC11', 'PC19')",0.2434818869391593,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC11', 'PC20')",0.2323106445392833,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC12', 'PC13')",0.29032144368968127,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC12', 'PC14')",0.2603101122060967,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC12', 'PC15')",0.24118580193164274,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC12', 'PC16')",0.24119212857132521,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC12', 'PC17')",0.32651506609222647,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC12', 'PC18')",0.26460052323747474,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC12', 'PC19')",0.2560947394704337,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC12', 'PC20')",0.24492349706760597,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC13', 'PC14')",0.29550991617412914,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC13', 'PC15')",0.2763856058979214,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC13', 'PC16')",0.2763919325376373,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC13', 'PC17')",0.36171487006216296,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC13', 'PC18')",0.29980032720145233,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC13', 'PC19')",0.2912945434352473,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC13', 'PC20')",0.28012330103547545,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC14', 'PC15')",0.24637427441395765,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC14', 'PC16')",0.2463806010536871,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC14', 'PC17')",0.3317035385753404,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC14', 'PC18')",0.2697889957212706,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC14', 'PC19')",0.26128321195246595,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC14', 'PC20')",0.2501119695511559,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC15', 'PC16')",0.22725629077620169,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC15', 'PC17')",0.31257922829909623,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC15', 'PC18')",0.25066468544296494,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC15', 'PC19')",0.24215890167364817,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC15', 'PC20')",0.23098765927369813,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC16', 'PC17')",0.3125855549388574,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC16', 'PC18')",0.2506710120826733,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC16', 'PC19')",0.24216522831337006,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC16', 'PC20')",0.2309939859134147,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC17', 'PC18')",0.33599394960812157,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC17', 'PC19')",0.3274881658370504,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC17', 'PC20')",0.31631692343586704,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC18', 'PC19')",0.2655736229794827,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC18', 'PC20')",0.25440238058071696,-inf,inf,inf,0.85
"('PC2', 'PC4', 'PC19', 'PC20')",0.24589659681093257,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC7')",0.23160499209108032,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC8')",0.3318465955440366,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC9')",0.20719931190227237,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC10')",0.2730050105121551,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC11')",0.20552459014442281,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC12')",0.218137442674318,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC13')",0.25333724664174295,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC14')",0.22332591515608002,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC15')",0.20420160487826655,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC16')",0.20420793151800465,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC17')",0.2895308690488917,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC18')",0.22761632618570204,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC19')",0.2191105424089531,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC6', 'PC20')",0.2079393000155083,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC8')",0.32850935781154256,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC9')",0.2038620741651337,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC10')",0.26966777277888265,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC11')",0.20218735240768404,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC12')",0.2148002049322375,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC13')",0.25000000890539753,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC14')",0.21998867741786643,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC15')",0.20086436714125266,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC16')",0.200870693780983,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC17')",0.2861936313094018,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC18')",0.2242790884485455,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC19')",0.2157733046784991,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC7', 'PC20')",0.20460206227684996,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC8', 'PC9')",0.30410367761938484,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC8', 'PC10')",0.36990937622240794,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC8', 'PC11')",0.3024289558618488,-inf,inf,inf,0.85
"('PC2', 'PC5', 'PC8', 'PC12')",0.3150418083761216,-inf,inf,inf,0.85
