combination,r2,q2,mae,rmsd,threshold
"('PC2', 'PC7', 'PC13', 'PC20')",0.24061321563119498,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC14', 'PC15')",0.2068641890088252,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC14', 'PC16')",0.20687051564857117,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC14', 'PC17')",0.29219345317484446,0.029948366559407694,0.7878545273038381,1.006844744996063,0.29211415196984547
"('PC2', 'PC7', 'PC14', 'PC18')",0.2302789103174867,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC14', 'PC19')",0.22177312654739134,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC14', 'PC20')",0.21060188414411396,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC15', 'PC16')",0.18774620537199493,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC15', 'PC17')",0.27306914289950923,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC15', 'PC18')",0.2111546000400898,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC15', 'PC19')",0.20264881626948283,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC15', 'PC20')",0.19147757386756514,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC16', 'PC17')",0.2730754695392872,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC16', 'PC18')",0.211160926679815,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC16', 'PC19')",0.20265514290922115,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC16', 'PC20')",0.19148390050729847,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC17', 'PC18')",0.29648386420988326,0.09169613908026464,0.7471276399130526,0.8736969669849785,0.29211415196984547
"('PC2', 'PC7', 'PC17', 'PC19')",0.2879780804375214,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC17', 'PC20')",0.27680683803437023,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC18', 'PC19')",0.22606353757666586,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC18', 'PC20')",0.21489229517593245,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC7', 'PC19', 'PC20')",0.20638651140485742,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC10')",0.35978259483824127,0.13227569779384313,0.7047142995360248,0.842503883752463,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC11')",0.29230217447711904,0.07793756460819119,0.7508052465348874,0.8738560821008982,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC12')",0.3049150269913987,0.08169791481635721,0.7257240798985426,0.8694957427735742,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC13')",0.3401148309780261,0.10522895680939676,0.6922996876147262,0.8637787377068361,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC14')",0.31010349947489446,0.04743117515611623,0.7799844784637019,0.9385931979140145,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC15')",0.2909791892103215,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC16')",0.29098551585002286,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC17')",0.3763084533653106,0.13267876838639212,0.700061840289483,0.8446023613127162,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC18')",0.314393910512737,0.08690546926906342,0.7513758361330259,0.8738258667339893,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC19')",0.3058881267449607,0.10130290229892851,0.7188019221815379,0.8522125107743976,0.29211415196984547
"('PC2', 'PC8', 'PC9', 'PC20')",0.2947168843480954,0.09953702855869534,0.7204640247491727,0.8518357744719972,0.29211415196984547
"('PC2', 'PC8', 'PC10', 'PC11')",0.35810787308060654,0.1620198009184354,0.6841383106244276,0.8222682291140522,0.29211415196984547
"('PC2', 'PC8', 'PC10', 'PC12')",0.3707207255918743,0.1637236395190118,0.6839507296114946,0.8255518550618876,0.29211415196984547
"('PC2', 'PC8', 'PC10', 'PC13')",0.40592052958285607,0.20350038664015127,0.6207877509826382,0.8012109071037296,0.29211415196984547
"('PC2', 'PC8', 'PC10', 'PC14')",0.3759091980863989,0.13736223826143046,0.6967430904444601,0.8536572283181731,0.29211415196984547
"('PC2', 'PC8', 'PC10', 'PC15')",0.35678488781415674,0.15346976707979657,0.6875790110507294,0.8306157979379774,0.29211415196984547
"('PC2', 'PC8', 'PC10', 'PC16')",0.35679121445386974,0.13688024231532672,0.7006921356443252,0.8435532317232531,0.29211415196984547
"('PC2', 'PC8', 'PC10', 'PC17')",0.4421141519698455,0.21859688884251458,0.6326386891433902,0.7969441550255331,0.29211415196984547
"('PC2', 'PC8', 'PC10', 'PC18')",0.3801996091152292,0.17152058900027037,0.6845294903807494,0.8221115620109587,0.29211415196984547
"('PC2', 'PC8', 'PC10', 'PC19')",0.371693825351317,0.1797284446273239,0.676225660542921,0.8120425390900596,0.29211415196984547
"('PC2', 'PC8', 'PC10', 'PC20')",0.3605225829511073,0.14510532306393864,0.7075247968883546,0.8376642952156936,0.29211415196984547
"('PC2', 'PC8', 'PC11', 'PC12')",0.30324030523365386,0.10834665810631103,0.704778670703332,0.8507349580911375,0.29211415196984547
"('PC2', 'PC8', 'PC11', 'PC13')",0.3384401092210987,0.1313786799563714,0.6690948414602577,0.8466084114954676,0.29211415196984547
"('PC2', 'PC8', 'PC11', 'PC14')",0.3084287777172535,0.06445591465608348,0.7618689795255934,0.9249760278762765,0.29211415196984547
"('PC2', 'PC8', 'PC11', 'PC15')",0.28930446745296146,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC8', 'PC11', 'PC16')",0.28931079409266125,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC8', 'PC11', 'PC17')",0.3746337316074001,0.1674523973041773,0.671293774352402,0.8191850386410421,0.29211415196984547
"('PC2', 'PC8', 'PC11', 'PC18')",0.31271918875592963,0.10742041267257343,0.7343950686488764,0.8629710654980842,0.29211415196984547
"('PC2', 'PC8', 'PC11', 'PC19')",0.30421340498750427,0.12851607442136023,0.6988551975078776,0.8345630560227623,0.29211415196984547
"('PC2', 'PC8', 'PC11', 'PC20')",0.2930421625905899,0.12650897034442188,0.701475113213041,0.8340218234026802,0.29211415196984547
"('PC2', 'PC8', 'PC12', 'PC13')",0.3510529617314857,0.1207778171944694,0.6600865593460852,0.8599273025301178,0.29211415196984547
"('PC2', 'PC8', 'PC12', 'PC14')",0.32104163022869947,0.05875712898700235,0.747710581639465,0.9438950087217622,0.29211415196984547
"('PC2', 'PC8', 'PC12', 'PC15')",0.3019173199673071,0.10172908165309333,0.7081091689749075,0.858043816341552,0.29211415196984547
"('PC2', 'PC8', 'PC12', 'PC16')",0.30192364660697535,0.08648932905794314,0.7221942729973098,0.8709475969111429,0.29211415196984547
"('PC2', 'PC8', 'PC12', 'PC17')",0.38724658412028756,0.1670882643721671,0.653573581459503,0.8208977688447624,0.29211415196984547
"('PC2', 'PC8', 'PC12', 'PC18')",0.3253320412689693,0.1179223233208776,0.7043333991256961,0.8503791586189487,0.29211415196984547
"('PC2', 'PC8', 'PC12', 'PC19')",0.316826257503659,0.13077687281777015,0.677890422071968,0.832325593771043,0.29211415196984547
"('PC2', 'PC8', 'PC12', 'PC20')",0.3056550151037931,0.10191397743557946,0.7166747833755074,0.8537301540315906,0.29211415196984547
"('PC2', 'PC8', 'PC13', 'PC14')",0.3562414342167953,0.06549729681442386,0.7214283734084006,0.9558796741390808,0.29211415196984547
"('PC2', 'PC8', 'PC13', 'PC15')",0.337117123953649,0.12659269121484173,0.6727690572788159,0.8512652905465473,0.29211415196984547
"('PC2', 'PC8', 'PC13', 'PC16')",0.33712345059335047,0.11163866082235863,0.6867617070836979,0.863703621834613,0.29211415196984547
"('PC2', 'PC8', 'PC13', 'PC17')",0.422446388110287,0.1924241892224444,0.636433919336222,0.8144505983107594,0.29211415196984547
"('PC2', 'PC8', 'PC13', 'PC18')",0.3605318452530103,0.1479845296875367,0.668790283975436,0.8378948276228142,0.29211415196984547
"('PC2', 'PC8', 'PC13', 'PC19')",0.352026061488536,0.15219974639275063,0.6570576760482184,0.8309148138869393,0.29211415196984547
"('PC2', 'PC8', 'PC13', 'PC20')",0.3408548190917259,0.1671926271871707,0.6765015164513558,0.8351546365065836,0.29211415196984547
"('PC2', 'PC8', 'PC14', 'PC15')",0.3071057924504832,0.06171818956982255,0.7636134716095874,0.9292659756028824,0.29211415196984547
"('PC2', 'PC8', 'PC14', 'PC16')",0.30711211909019864,0.05179629180100248,0.7761316159980645,0.9395105602169799,0.29211415196984547
"('PC2', 'PC8', 'PC14', 'PC17')",0.3924350566042629,0.10673320210174123,0.7063343697526774,0.9111023509828962,0.29211415196984547
"('PC2', 'PC8', 'PC14', 'PC18')",0.3305205137536267,0.07783814127874138,0.7545071116366033,0.915851286669191,0.29211415196984547
"('PC2', 'PC8', 'PC14', 'PC19')",0.3220147299865528,0.08381739113775058,0.7326088065337764,0.9042933638851376,0.29211415196984547
"('PC2', 'PC8', 'PC14', 'PC20')",0.3108434875882047,0.0855786532746746,0.7296090789198049,0.9000855938246272,0.29211415196984547
"('PC2', 'PC8', 'PC15', 'PC16')",0.2879878088257749,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC8', 'PC15', 'PC17')",0.3733107463410802,0.15752873834864492,0.6811907281953653,0.8279416583984139,0.29211415196984547
"('PC2', 'PC8', 'PC15', 'PC18')",0.3113962034883824,0.10473397234367861,0.7358079150322379,0.8650144242686133,0.29211415196984547
"('PC2', 'PC8', 'PC15', 'PC19')",0.30289041972079667,0.12099968536966357,0.7039495470101138,0.8421434083368107,0.29211415196984547
"('PC2', 'PC8', 'PC15', 'PC20')",0.2917191773238086,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC8', 'PC16', 'PC17')",0.3733170729808275,0.13017384865470755,0.7002584820400926,0.8547945381884581,0.29211415196984547
"('PC2', 'PC8', 'PC16', 'PC18')",0.31140253012807684,0.09458240704355429,0.7456367488510031,0.8721295862955897,0.29211415196984547
"('PC2', 'PC8', 'PC16', 'PC19')",0.30289674636050434,0.1086023296277953,0.7151625077043319,0.8507925095994889,0.29211415196984547
"('PC2', 'PC8', 'PC16', 'PC20')",0.29172550396351105,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC8', 'PC17', 'PC18')",0.39672546764593597,0.18254690063568518,0.7033439500203436,0.8134372542669455,0.29211415196984547
"('PC2', 'PC8', 'PC17', 'PC19')",0.38821968387659567,0.18641357695318805,0.6482976622502915,0.806203809936291,0.29211415196984547
"('PC2', 'PC8', 'PC17', 'PC20')",0.3770484414783739,0.18500449705298583,0.6517973564501399,0.8044019433513019,0.29211415196984547
"('PC2', 'PC8', 'PC18', 'PC19')",0.32630514102246155,0.1399005082790935,0.6984420137621602,0.8326331993484694,0.29211415196984547
"('PC2', 'PC8', 'PC18', 'PC20')",0.3151338986266573,0.1341352923219008,0.7012641037083125,0.8346536750906407,0.29211415196984547
"('PC2', 'PC8', 'PC19', 'PC20')",0.306628114858604,0.1537503875521369,0.6716831889562205,0.8120077044938411,0.29211415196984547
"('PC2', 'PC9', 'PC10', 'PC11')",0.23346058944004522,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC10', 'PC12')",0.24607344196684677,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC10', 'PC13')",0.2812732459387649,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC10', 'PC14')",0.25126191446101465,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC10', 'PC15')",0.23213760417463503,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC10', 'PC16')",0.232143930814387,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC10', 'PC17')",0.31746686834059934,0.10513200905276074,0.7132147904131471,0.850056778270069,0.29211415196984547
"('PC2', 'PC9', 'PC10', 'PC18')",0.2555523254812724,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC10', 'PC19')",0.24704654171352558,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC10', 'PC20')",0.23587529931092455,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC11', 'PC12')",0.17859302160442536,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC11', 'PC13')",0.21379282557280654,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC11', 'PC14')",0.18378149408766853,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC11', 'PC15')",0.164657183809239,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC11', 'PC16')",0.16466351044897765,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC11', 'PC17')",0.2499864479739532,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC11', 'PC18')",0.18807190511777228,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC11', 'PC19')",0.17956612134551198,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC11', 'PC20')",0.16839487894620653,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC12', 'PC13')",0.22640567809872703,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC12', 'PC14')",0.19639434661464816,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC12', 'PC15')",0.17727003633911786,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC12', 'PC16')",0.1772763629788251,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC12', 'PC17')",0.26259930050237423,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC12', 'PC18')",0.2006847576463452,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC12', 'PC19')",0.1921789738772004,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC12', 'PC20')",0.1810077314749431,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC13', 'PC14')",0.23159415058368027,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC13', 'PC15')",0.21246984030639626,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC13', 'PC16')",0.21247616694613658,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC13', 'PC17')",0.29779910447331004,0.07775955424852714,0.7051942804885574,0.8726867307099865,0.29211415196984547
"('PC2', 'PC9', 'PC13', 'PC18')",0.23588456161132276,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC13', 'PC19')",0.22737877784301386,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC13', 'PC20')",0.21620753544381233,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC14', 'PC15')",0.18245850882193748,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC14', 'PC16')",0.1824648354616919,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC14', 'PC17')",0.2677877729859931,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC14', 'PC18')",0.20587323013064618,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC14', 'PC19')",0.19736744635973735,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC14', 'PC20')",0.18619620395899816,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC15', 'PC16')",0.16334052518313036,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC15', 'PC17')",0.24866346270867268,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC15', 'PC18')",0.18674891985126418,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC15', 'PC19')",0.1782431360798441,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC15', 'PC20')",0.16707189368046416,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC16', 'PC17')",0.24866978934845863,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC16', 'PC18')",0.1867552464909975,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC16', 'PC19')",0.17824946271959052,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC16', 'PC20')",0.16707822032020536,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC17', 'PC18')",0.27207818401909345,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC17', 'PC19')",0.2635724002459183,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC17', 'PC20')",0.25240115784530526,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC18', 'PC19')",0.20165785738707398,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC18', 'PC20')",0.1904866149888783,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC9', 'PC19', 'PC20')",0.18198083121699016,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC11', 'PC12')",0.24439872020841447,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC11', 'PC13')",0.2795985241811503,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC11', 'PC14')",0.24958719270268614,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC11', 'PC15')",0.23046288241658752,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC11', 'PC16')",0.23046920905633794,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC11', 'PC17')",0.3157921465820015,0.1267672102037939,0.6954171838815906,0.8367089055614424,0.29211415196984547
"('PC2', 'PC10', 'PC11', 'PC18')",0.25387760372377755,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC11', 'PC19')",0.24537181995538182,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC11', 'PC20')",0.23420057755273171,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC12', 'PC13')",0.2922113767040585,0.06761448459560089,0.7336225878566728,0.9028396441283567,0.29211415196984547
"('PC2', 'PC10', 'PC12', 'PC14')",0.26220004522665374,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC12', 'PC15')",0.24307573494345447,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC12', 'PC16')",0.24308206158317347,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC12', 'PC17')",0.3284049991074104,0.11597242481006585,0.6927604528284681,0.8510095354433093,0.29211415196984547
"('PC2', 'PC10', 'PC12', 'PC18')",0.26649045624933865,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC12', 'PC19')",0.257984672484058,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC12', 'PC20')",0.24681343007845635,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC13', 'PC14')",0.29739984920004037,0.01756097200407112,0.8267412484747041,1.064905670413733,0.29211415196984547
"('PC2', 'PC10', 'PC13', 'PC15')",0.2782755389150875,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC13', 'PC16')",0.2782818655548397,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC13', 'PC17')",0.3636048030827008,0.1543969395366399,0.6701139920663438,0.8287257758582675,0.29211415196984547
"('PC2', 'PC10', 'PC13', 'PC18')",0.3016902602186705,0.10089919640124367,0.7214194368409341,0.8680558237386324,0.29211415196984547
"('PC2', 'PC10', 'PC13', 'PC19')",0.2931844764542261,0.08700389840079882,0.7443972442079289,0.8900219694679599,0.29211415196984547
"('PC2', 'PC10', 'PC13', 'PC20')",0.2820132340516801,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC14', 'PC15')",0.24826420743730293,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC14', 'PC16')",0.248270534077069,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC14', 'PC17')",0.333593471602058,0.043810708601595985,0.7661369388897002,1.00797460236777,0.29211415196984547
"('PC2', 'PC10', 'PC14', 'PC18')",0.27167892874466815,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC14', 'PC19')",0.2631731449776239,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC14', 'PC20')",0.25200190257354005,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC15', 'PC16')",0.2291462237908385,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC15', 'PC17')",0.3144691613170687,0.12083262082553886,0.7034733918770025,0.8421861336132703,0.29211415196984547
"('PC2', 'PC10', 'PC15', 'PC18')",0.2525546184576173,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC15', 'PC19')",0.24404883469006133,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC15', 'PC20')",0.23287759228733707,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC16', 'PC17')",0.3144754879568662,0.10176681784064584,0.7180626151989067,0.8599288514214468,0.29211415196984547
"('PC2', 'PC10', 'PC16', 'PC18')",0.25256094509736227,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC16', 'PC19')",0.24405516132981941,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC16', 'PC20')",0.23288391892709004,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC17', 'PC18')",0.337883882626146,0.14150652279820874,0.7085151604899469,0.8316027111941297,0.29211415196984547
"('PC2', 'PC10', 'PC17', 'PC19')",0.32937809885683533,0.12591299169117756,0.7096908182844514,0.8481096540565772,0.29211415196984547
"('PC2', 'PC10', 'PC17', 'PC20')",0.31820685645287783,0.05476522180711672,0.7646624602570292,0.9769845100132004,0.29211415196984547
"('PC2', 'PC10', 'PC18', 'PC19')",0.26746355599594807,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC18', 'PC20')",0.25629231359440807,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC10', 'PC19', 'PC20')",0.24778652982638416,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC12', 'PC13')",0.22473095634100226,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC12', 'PC14')",0.19471962485620953,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC12', 'PC15')",0.17559531458096045,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC12', 'PC16')",0.17560164122066602,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC12', 'PC17')",0.26092457874366604,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC12', 'PC18')",0.19901003588874044,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC12', 'PC19')",0.1905042521189465,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC12', 'PC20')",0.17933300971664,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC13', 'PC14')",0.2299194288260592,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC13', 'PC15')",0.2107951185490562,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC13', 'PC16')",0.21080144518879507,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC13', 'PC17')",0.29612438271541963,0.09567163923440557,0.687631337596141,0.8649670892132607,0.29211415196984547
"('PC2', 'PC11', 'PC13', 'PC18')",0.23420983985453536,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC13', 'PC19')",0.2257040560855773,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC13', 'PC20')",0.21453281368632693,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC14', 'PC15')",0.18078378706388387,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC14', 'PC16')",0.18079011370363685,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC14', 'PC17')",0.2661130512273888,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC14', 'PC18')",0.20419850837314535,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC14', 'PC19')",0.1956927246015875,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC14', 'PC20')",0.18452148220079911,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC15', 'PC16')",0.16166580342535597,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC15', 'PC17')",0.2469887409503495,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC15', 'PC18')",0.18507419809404413,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC15', 'PC19')",0.1765684143219748,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC15', 'PC20')",0.165397171922546,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC16', 'PC17')",0.246995067590134,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC16', 'PC18')",0.18508052473377612,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC16', 'PC19')",0.17657474096171955,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC16', 'PC20')",0.16540349856228576,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC17', 'PC18')",0.27040346226132295,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC17', 'PC19')",0.2618976784874989,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC17', 'PC20')",0.25072643608683665,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC18', 'PC19')",0.19998313562975756,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC18', 'PC20')",0.18881189323151293,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC11', 'PC19', 'PC20')",0.18030610945897563,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC13', 'PC14')",0.24253228134914573,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC13', 'PC15')",0.2234079710750424,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC13', 'PC16')",0.22341429771474963,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC13', 'PC17')",0.30873723523994745,0.07246422128499089,0.7017283710482827,0.8977881165844495,0.29211415196984547
"('PC2', 'PC12', 'PC13', 'PC18')",0.2468226923792154,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC13', 'PC19')",0.2383169086133725,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC13', 'PC20')",0.2271456662111705,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC14', 'PC15')",0.1933966395909289,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC14', 'PC16')",0.19340296623065034,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC14', 'PC17')",0.2787259037529758,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC14', 'PC18')",0.2168113608988843,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC14', 'PC19')",0.20830557713044195,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC14', 'PC20')",0.19713433472670172,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC15', 'PC16')",0.17427865595526937,-inf,inf,inf,0.29211415196984547
"('PC2', 'PC12', 'PC15', 'PC17')",0.25960159347883593,-inf,inf,inf,0.29211415196984547
