filename,RDKFingerprint,MorganFingerprint,MACCSKeys
HHQ.xyz,11111111111111111111000111111011101101010011101111101001101111101110111111010100010111111000111111110101110110010010111101011011011111110110111111111101101010100110010111111110100100010111010101111011111001111110110111011111011110111100110101011101111101010011100111111010110101111111111011010110110011101101111011111011111010011111110110100110100111111101111110111111111001101010110110101110101111011011110111111111011111011111101010100000111110001111010111111111111111011011111100011111110111001111111010101111111111111011110011100101011111111010111101111111011111111111011100111101100111100110111101111111101101111111010110111100111110111010100100011011111010100011110100111101111110010011001000111010111101111011101111101111111110110111111110100111011111111111111111111000110111000011100011010011111111001111110111010110111101110010011111111001111111110000011111111111101111100111111011111100101001011101110110111110111110011110000111111110111111001101111101100011100010011100111111111111001110011111101101101101111010111111111001011101101011011111101100111110101101110111101111110100110111111111011101111110111111110111111000111111101000111111011010011011110011110111111011110011111111110001011101101010010111111101100100101111111101011011100110111111110111011011011111001101110001111111000011110110111110100110111110000101000111111011111111010110010001100011111001110101110011111111111110010111101111001010111011100101001101111010101100111111111110111111101001001111101111111111110111111011111011111010111111011001111111011010110111101111011111110110011101110011111111011101110011101111111101110101111110111111010011111101001000110111001111001111101111101101111111111111110111100111010111110100111100110011111110001011111111011101110101001111111110111111111111111001101100011111111111111011110100010110111001111110111101101001111111010111111101111101111111110011011110011110111001111111111100010110110111111111100101011101011101111101111111001001111010011000100011101111111111111111111111011001111111001110101110101111111101111010100011011011,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000100100000000100000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000100010100000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000100000000010000000000000011000001100100110010011111101001100101110000000100000111011011101110001111110
MD-106.xyz,11111111111111111111000111111011101101010011101111101001101111101110111111010100110111111000111111111101110110010010111101011011011111110110111111111101111010100110010111111110110100010111010101111011111001111110110111011111011110111100110101011111111101010011100111111010110101111111111111010110110011101101111011111011111010011111110111100110100111111101111110111111111001101110111110101110101110011011110111111111011111011111101010100000111110001111010111111111111111011011111100011111110111001111111010101111101111111011110011100101011111111010111101111111011111111111011100111111100111100110111101111111101101111111010110111100111110111010100100011011111010100011110100111111111110010011001000111010111101111011101111101111111110111111111111100111011111111111111111111010110111001011100011110011111111001111110111010110111101110010011111111001111111110000011111111111101111100111111011111100111101011101110110111110111110011110000111111110111111001101111101100011100010011100111111111111001111011111101101101101111010111111111011011101101011011111101100111110101101110111101111110100110111111111011101111110111111110111111000111111101000111111011010011011110011110111111011110011111111110001011101101010010111111101100110101111111101011011100110111111110111011011011111011101110011111111000011110110111110100110111110000101000111111011111111010111010001100011111001110101110111111111111110010111101111101010111011100101011101111010101100111111111110111111100001001111101111111111110111111011111011111010111111011001111111111010110111101111011111110110011101110011111111011101110011101111111101110101111110111111010011111101001000110111001111001111101111101101110111111111110111100111110111110100111100110011111110011011111111011101110101001111111110111111111111111001111100011111111111111011110100010110111001111110111101111011111111011111111101111101111111110011011110011100111001111111111100010110110111111111100101011101011101111101111111001001111010011001100011101111111111111111111111011001111111001110101110101111111101111010100011011011,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000001000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000100010100000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000001000000000001000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000100000000000000000000000000000000000000000000000100000000010000000000000011000001100100110000011100001001100101110000000100000111011011101110000111110
MD-108.xyz,10111111111111111011110111111011101101010000101111111111101111101110111111110101110111111110111111111101110110010110111101011011011111110110111111111101111001100110010111111111110111110110110101110111111001111110111111011111111111111100111101111111111101110011100111111011011101111111111111010110111111101111111111101111111010011111110111101110100111111111111110111111111001101110111110101110101110011011110111101111011111011001001010100000111111011111010111110011111111011111111110011111110111001111111111101111111111111011111011101101011111111110111111111111111110111111111101111111100111101110111101111111101101101111110111111100111110111010100110000011111011100011100100111110111110110011001000111010111111111011101111100111111110111111111111101011011111111111111111111110110111001010110011111011111111011111110111011110111101111010011111111001111111110000011111111111101111100111111011111100111101011101110111111110111110011110011111111110111111011110111101101011110110011101111111110111001111011101101101101101111010111111100011011111110111011111101110111110101101110111101011110101110111111111011101011110111111100111110010111111111000111111011010011010110011110111111011110011110111110001011101101010111101111111100111101111111111111011110110011111010111011011111111011101110011011111001011111010111110100110111111000101001111111011111111000111011001110011111001110111111111111111111110010111101111101011111011101101011101111011111110111111111111111101111001101111101110111111111101111111111011111010111111010001111111111011111111111111011111100110111101110011111111111101111011111101111101110101111110111111010011111001001000110111001111101111101111111101110111111111111111101101110111110100111100110011101110011011111111011111111111111111111110111110111111111011111111011011111111111011110101011110111001111111111101111011111111111111111101111111111101110111011110011111111001111111111110110110100111111111101001011111111110110111111111001011111010011011101011111111111111111111111111010001111101011110111110101111111111111011110011001011,00000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000100000000000000100000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000100100000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000010000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,00000000000000000100000000000000000000000000000000000010000000000100000010010000000000000011000101100100110000011100001001100111110100000101000111011011101111010111110
MD-124.xyz,10111111111111111111111111111011101111010000101111111111101111101110111111100101010111111110111111010101110110011110111111111011011111110110111111111101111011101110010111111111100111110111110101110111101001111110111111011111111111111110111101111101111111110011100111111011111111111111111111010110111111111111111111101111111010011111110111101110100111111111111110111111111001101010110110101110101111011011110111101111011111011111001010101000111111011111110111110011111111011111111110011111110111011111111111111111111111001011111011101101011111111110111111111111111110111111111101111101100111101110111101111101111101101111111111111100111110111010100110000011111011111011100100111101111110110011001000111010111111111011101111100111111110110111111110111111011111111111111111111110110111000010110011011011111111011111111111011110111101111110011111111001111111110000011111111111101111100111111011111100111001011101110111111111011110011110011111111010111111011111111111111011110111011111111111110111001111111101101101111101111010111111100001011111110111011111101010111110101101110111101011110101110111111111011111011111111111101111110011111111111000111111011010011010110011110111111011110011110111110001011111111010111101111111100101101101111111111011110110011111010111011011111111011101110011011111001011111010111110100110111111001101001111111011111111001110111001110011111101111111111011111111111110011111101111001011111011101101001101111011111110111111111111111111111001101111101110111111111101111111111011111010111111010001111111111011111111111111011111100110111111111011111111111101111011111101111101110011111110111111010011111001001000110111001111111111101111111111111111111111111111101111010111110101111100110011101110001011111111001111111111111111111110111110111111110011101111111011111111111111110101011110111001111111111101111001111111110111111101111111111101110111011110011111111001111111111110110111110111111111101001011111111110110111111111001011111010011010101001111111111111111111111111010101111101011110111010001111111111111011110111001011,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000100000000000000100000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000100000000100000000100000000000000000000000010000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000,00000000000000000000000000000000000000000000000000000010000000000100000010010000000000000011000101100100110010011111101001100111110100000101000111011111101111011111110
MD-125.xyz,10111111111111111110111111101011001101010101101111111111101111101110111111101101110111111110111111110101110111011110111111111011011111010110111111111101111011100110010111111111100111110111110101110111111101111110111111011111111111110110111101111101111111110011101111111011111111111111111111010110111111101111111111101111111111011111111111101110100111111111110111111111111001101010110110101110111111011011110111101111011111111111011010101010111111011111110111110011111111011111111110011111110111011111111111011111111111111010111111101100111111111110111111111111111100110111111111111101110111101110111101011111101101101111110111111100111110111011100110010111111011111011100110111101111110010111001000111010111111111011101111100111111110110111111110001111011111111111111111111111110111000010110111011011101111011111100111011110111101111110011111110001111111110100011111101111101111110111111011111100110001111100110111111111011111111110111111101110101111011111111111111011110110011111111111110111001111011101101101111101111010111111100001011111110111011111101110111111101101110111101011111111110111111111011111111011110111101111110111111111111000111111011110111010110111110111111111110011110111110011111111111110111111111111100101101111111111111111010110011111011111011111111111001101111011011111001110111010111110100110111111001111001111111011111111011110011001111011111101111111111011111111111110011111101111001011111111101101001111111011111110111111111111111111111001101111111110111111111101111111111111111011111111011001111011111011111111111111011111110111111111111111111111111101111011111101111111110011111110111111010011111001001000110111011111111110101111111111111111111111111111100111110101110101111110110001101110001111111111011111011111111111111111111110111111111001101111111011111111111111110101111111111001111111111101111001110111110111001101111111111101110111011111011111111000111111110110110010110111111111111001011111111110110111111111001111111110011010101011111111111111111111111110110101111101011110111110001111111111111011110111001011,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000100000000000000100000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000100000000100000000100000000000000000000000000000001000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000110000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000010000000010000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000010000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000010000000000100000010010000000000000011000101100100110010011111101001100111110100000101000111011111101111011111110
MD-24.xyz,11111111111111111111000111111011101101010011101111101001101111101110111111010100010111111000111111110101110110010010111101011011011111110110111111111101101010100110010111111110100100010111010101111011011001111110110111011111011110111100110101011101111001010011100111111010110101111111111011010110110011101101111011111011111010011111110110100110100111111101111110111111111001101010110110101110101111011011110111111111011111011111101010100000111110001111010111111111111111011011111100011111110011001111011010101111111111111011110011100101011111111010111101111111011111111110011100111101100111100110111101111111101101111111010110111100111110111010100100011011111010100011110100111101111110010011001000111010111101111011101111101111111110110111111110100111011111111111111111111000110111000011100011010011111111001111110111010110111101110010011111111001111111110000011111111111101111100111111011111100101001011101110110111110111110011110000111111110111111001101111101100011100010011100111111111111001110011111101101001101111010111111111001011101101011011111101100111110101101110111101111110100110111111101011101111110111111110111111000111111101000111111011010011011110011110111111001110011111111110001011101100010010110111101100100101111111101011011100110111111110111011011011111001101110001111111000011110110111110100110111110000101000111111011111111010110010001100011111001110101110011111111111110010111101111001010111011100101001101111010101100111111111110111111101000001111101111111111110111111011111011111010111111011001111111011010110111101111011111110110011101110011111111011101110011101111111101110101111110111111010011111101001000110111001111001111101111101101101111111111110111100111010111110100111000110011111110001011111111011101110101001111111110111111111111111001101100011111111111111011110100010110111001111110111101101001111111010111111101111101111111110011011110011110101001110101111100010110110111111111100101011001011101111101111111001001111010011000100011101111111111111111111111011001111111000110101110101111111101111010100011011011,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000100100000000100000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000100010100000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000100000000010000000000000011000001100100110010011111101001100101010000000100000111011011101110001111110
MD-25.xyz,11111101111111111111001111111011101011010011111011101001100011101110111111010110110101111000110111111101110101011110011011111101011111110110011111111101101011100110111110111111001100111011110101111011011000111010111111011101101011111101100101011101111001010011100110011010110111100111110011010110110111100101111011111111011010011111110111100110100111111110111110111111111101001000110111101100100110011011110101111111111111011111101010101000011011101101110111111111111111011110011000011111110011011111011010101111101111111111110110100001110111111011101101101101111111011110011110111101110011101110110101111111111111111111011110111100111110111010100100110001111111101011111100111101111111010011001010011100110011111011101111001111111110010111011110110111111111111111111110111000110111000101100011010001011111001111111111010010111100110011011111101001111111110010110110111111101111010111111010011010101101010001110111111110101110011110101101111110111101001101111101110111100011011110111111111110011111011111101111001101111010111111111011011111101011101111111110111110101101110101101110111110111111110101011111111110111111101111111000110111001000100111111010010011100011110111111111110011111111111001001011010110010000111101000110100110111101011011111110110111111111011001011111001101010110111011000111110110111110001110111110000101010111111011011111010011011011100010000100111111110001111111110111010001101111001000111110110111011111111010111101111110010110111111100110011111101111111111110011111010111010011010111111011001101111011000110111111111011111100110001111111111111111011101011001100011111001111011111110111111011011110110001110010011101001011111111011000101100101111111110111100111111111110111111100111010111001001111001110011101111101011111111011111111111111111011101100001111111111101111110101000110111000111110111101100011111011000101111101111111111111110011011110111100101011101101111101011110110111111110111101011001011101111101111111001111111100011100101011101011110101100101011111111111111111000110111110101110111111111011111111000011,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000100010100000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000100000000010000000000000010000001100100110000011100001001100101000000000100000111011011101110000111110
MD-28.xyz,11111111111111111111000111111011101101010011101111101001101111101110111111010100010111111000111111110101110110010010111101011011011111110110111111111101101010100110010111111110100100010111010101111011111001111110110111011111011110111100110101011101111101010011100111111010110101111111111011010110110011101101111011111011111010011111110110100110100111111101111110111111111001101010110110101110101111011011110111111111011111011111101010100000111110001111010111111111111111011011111100011111110111001111111010101111111111111011110011100101011111111010111101111111011111111111011100111101100111100110111101111111101101111111010110111100111110111010100100011011111010100011110100111101111110010011001000111010111101111011101111101111111110110111111110100111011111111111111111111000110111000011100011010011111111001111110111010110111101110010011111111001111111110000011111111111101111100111111011111100101001011101110110111110111110011110000111111110111111001101111101100011100010011100111111111111001110011111101101101101111010111111111001011101101011011111101100111110101101110111101111110100110111111111011101111110111111110111111000111111101000111111011010011011110011110111111011110011111111110001011101101010010111111101100100101111111101011011100110111111110111011011011111001101110001111111000011110110111110100110111110000101000111111011111111010110010001100011111001110101110011111111111110010111101111001010111011100101001101111010101100111111111110111111101001001111101111111111110111111011111011111010111111011001111111011010110111101111011111110110011101110011111111011101110011101111111101110101111110111111010011111101001000110111001111001111101111101101111111111111110111100111010111110100111100110011111110001011111111011101110101001111111110111111111111111001101100011111111111111011110100010110111001111110111101101001111111010111111101111101111111110011011110011110111001111111111100010110110111111111100101011101011101111101111111001001111010011000100011101111111111111111111111011001111111001110101110101111111101111010100011011011,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000100100000000100000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000100010100000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000100000000010000000000000011000001100100110010011111101001100101110000000100000111011011101110001111110
MD-37.xyz,11111111111111111111000111111011101001010011111111101001101111101110111111010100010111111000111111110111110110110011111101011011011111110110111111111101101011110110010111111110100100010111010101111011111001111110110111011111011111111100100101011101111101010011100111111010110101101111111011010110110011101101111011111011111010011111110110100110101111111110111110111111111001101010110110101110101110011011110111111111111111111111101111100000111110001111010111111111111111011011111100011111110111001111111010101111111111111011110011100101011111111011111101111111011111111111011100111101110111100110111101111111101101111111011110111101111110111011100100011011111010110011110100111101111110010011001001111010111101111011101111101111111110110111111110100111011111111111111111111000110111100011100011010011111111101111110111011110111101110010111111111001111111110100011111111111101111100111111111111100111001011101110111111110111110011110000111111110111111001101111101100011100010011110111111111111001111011111101111101101111010111111111001011101111011011111101100111110101101110111101111110100110111111111001101111110111111110111111000111111101000110111011011011011110011110111111011110011111111110001011001101010011111111101100111101111111101111011100110111111111111111001011111011101110001111111000011110110111110100110111110000101100111111011111111010110010001100011110111110101110011111111111110010111101111001010111111100101001111111010101100111111111110111111100001001111101111111111110010111111111011111010111111011011111111011010110111101111011111110110011111110011111111011101111011101111111101110101111110111111010011111101001000110111101111001111101111101101110111111111110111100111010111110100111100110111111110011111111111011101110101001111111110111111111111111001101100011111111111111011110100010110111001111110111101111001111111010111111101111101111111110011011110011100111001111111111110010110110111111111100111011101011101111101111111001001111000011000100011101111111111111111111111011001111111001110101110101111111101111010110011011011,00000010000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000001000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000001000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000100010100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000100000001010000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000110000000010000000000000010000001100100110000011100001001100101110000000100000111011011101110000111110
