"X98","X99","X100"
0,-0.01,0.14
-0.04,0.01,0.03
-0.01,0.13,0.04
-0.21,0.01,0.32
0,0,-0.13
0.07,0.17,0.34
0.41,0.13,-0.05
0.29,0.1,0.06
-0.26,-0.28,-0.39
0.03,0.02,0
-0.05,-0.05,-0.07
-0.28,-0.21,-0.28
0.18,0.16,-0.26
0.01,-0.07,-0.04
-0.01,0.06,-0.01
-0.01,-0.02,-0.02
-0.02,-0.03,-0.05
0.01,0.17,0
0.13,0.2,-0.14
-0.14,-0.21,0.04
0.05,-0.01,-0.08
-0.02,-0.03,-0.14
0.01,0.05,-0.04
0,-0.06,0.03
0.01,0.15,-0.26
0.02,0.04,-0.13
-0.03,-0.17,0.25
-0.17,-0.31,0.16
-0.01,-0.02,0.04
0.01,0,0.01
0.01,0.1,-0.12
0.01,0.02,-0.06
0.02,-0.02,0.07
0.11,0.25,-0.19
0,-0.06,0.11
0.02,0.02,-0.02
0,0.01,-0.02
0,-0.03,0.06
0.01,-0.21,0.38
0.07,0.18,-0.1
0.01,0.08,-0.12
0.19,0.45,-0.19
-0.02,-0.14,0.29
0,0.02,-0.04
-0.04,-0.06,-0.02
0,0,0.03
0.01,0.02,0.02
0,0,0
0,0,0
0,0.01,-0.03
0.01,0.04,-0.05
0,0.12,-0.14
-0.05,-0.07,-0.03
-0.01,0,0
-0.09,-0.09,-0.1
-0.02,0.08,-0.13
-0.06,-0.03,-0.13
0.03,0.05,-0.01
0,0.01,-0.1
0.24,0.33,-0.39
0.03,0.03,0.16
0.01,0.01,0.05
0.39,0.41,0.3
0.03,-0.02,0.48
-0.02,-0.03,0.06
0.01,0.02,-0.03
0,0.01,-0.01
0,0,0.01
-0.01,-0.01,0.02
0.01,0.01,-0.01
-0.03,0.03,0.01
0.48,-0.37,-0.09
-0.51,0.39,0.07
0.34,-0.28,-0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.01,0,0
0,0,0
0,0,0
0,0,0
0,0,0
