"X101","X102","X103"
0,0,0.18
-0.03,0.07,0.09
-0.01,0.11,-0.02
-0.2,0.2,0.3
-0.01,0.08,0.07
0.07,0.09,0.29
0.38,-0.22,0.2
0.27,-0.28,-0.06
-0.26,0.28,0.4
0.03,-0.02,0
-0.05,0.06,0.06
-0.28,0.25,0.12
0.15,0.12,0.22
0.01,-0.08,-0.07
-0.01,0.09,-0.05
-0.01,0,0.03
-0.02,0.02,0.06
0.01,0.2,-0.03
0.11,-0.13,-0.01
-0.1,0.12,-0.16
0.05,-0.13,0
0,0.02,-0.16
0.01,0.05,-0.03
0.01,-0.05,0.04
0.03,0.13,-0.24
0.04,-0.02,-0.09
-0.03,-0.07,0.17
-0.09,0.39,-0.27
-0.01,0.01,0.01
0,-0.03,0.02
0.01,0.04,-0.08
0.02,-0.02,-0.05
-0.01,-0.11,0.16
0.08,-0.25,0.13
-0.02,-0.03,0.1
0.01,-0.06,0.04
0.01,0,-0.02
-0.02,-0.02,0.07
-0.06,-0.17,0.34
0.03,-0.17,0.11
0.02,-0.01,-0.06
0.07,-0.44,0.33
-0.11,0.27,0.02
0.01,-0.02,-0.01
0.01,0.05,-0.1
-0.01,0,0.02
-0.01,-0.02,0.04
0,-0.01,0.01
0,-0.01,0.03
0,0.03,-0.05
0.03,-0.04,-0.03
0.09,-0.1,-0.09
0.01,0.06,-0.01
0.01,0,-0.02
0.02,0.11,-0.09
0.06,-0.01,-0.12
0.03,0.05,-0.07
0,0,-0.05
-0.02,0.11,-0.12
-0.17,0.36,-0.4
0.01,-0.01,-0.06
0.02,0,-0.1
-0.36,0.46,0.27
0.07,0.03,-0.49
0.02,-0.01,-0.05
-0.02,0.03,0.02
0,-0.02,0.02
0,-0.02,0
0.01,-0.01,0
-0.01,0.01,-0.01
0.02,0.02,0.01
-0.41,-0.24,-0.1
0.13,0.06,0.01
0.72,0.44,0.17
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.01,0,0
0,0,0
0,0,0
0,0,0
0,0,0
