"X89","X90","X91"
0.11,-0.06,-0.04
0.18,-0.22,-0.18
-0.09,0.15,0.11
0.06,-0.11,-0.08
0.1,-0.12,-0.16
-0.1,0.05,-0.09
-0.1,0,-0.08
0.16,0.02,0.1
0.05,-0.02,-0.02
0,-0.01,0
-0.01,0.01,0.01
-0.1,0.11,0.04
-0.05,-0.04,0.09
0.12,0.05,0.09
-0.16,0.06,0.04
-0.1,0.15,0.14
-0.16,0.26,0.25
0.23,-0.13,0.04
0.23,-0.24,-0.21
0.05,-0.22,-0.26
0,-0.02,-0.06
-0.11,0.13,0.1
-0.04,-0.03,0.01
-0.09,-0.24,0.19
-0.05,-0.07,-0.07
-0.1,0.07,0.06
0.2,-0.25,-0.25
-0.2,-0.06,0
0.1,-0.13,-0.12
0.09,-0.11,-0.11
-0.03,0.37,0.14
0.13,-0.1,-0.14
-0.26,0.25,0.29
0.01,-0.32,-0.05
-0.16,0.21,0.19
-0.04,0.05,0.04
0.09,-0.12,-0.11
-0.32,0.42,0.38
0.13,-0.17,-0.15
0.17,-0.02,0.17
0.16,0,0.22
-0.01,0.03,-0.08
0.18,0.03,0.09
-0.09,-0.03,-0.03
0.38,0.14,0.18
-0.02,-0.01,-0.02
-0.12,-0.05,-0.04
-0.08,-0.02,-0.05
-0.37,-0.08,-0.22
0.13,0.03,0.08
0.16,0.02,0.07
-0.13,0,-0.04
-0.49,-0.2,-0.2
0.04,0.03,0
-0.32,-0.04,-0.23
-0.01,0,0.01
-0.15,-0.06,-0.08
0.26,0.08,0.14
0.37,0.1,0.18
-0.08,-0.03,-0.04
0.15,-0.05,0.18
-0.08,0.03,-0.09
-0.01,-0.01,-0.02
-0.06,0,-0.03
0.18,0.06,0.08
0.35,0.11,0.17
-0.26,-0.12,-0.08
-0.28,-0.13,-0.08
0.05,0,0.04
0.21,-0.01,0.18
0,0,0
0,0.01,-0.01
0,0.01,-0.01
0,0.01,-0.01
0,0.02,-0.01
0,0,0
0,0,0
0,-0.01,0.01
0,-0.01,0.01
0.13,0.57,-0.52
0,0,0
-0.1,-0.45,0.41
0,0,0
0,0,0
