"X11"
-0.24865
-0.58991
-0.04076
-0.19104
-0.25986
0.29062
-0.28487
-0.19194
0.21976
0.20723
-0.65846
0.47503
0.22508
0.20938
-0.04589
-0.1982
-0.26193
0.29107
-0.28451
-0.17897
0.21404
0.20772
-0.658
0.47503
0.22459
0.21455
0.21113
0.20403
0.20842
0.2153
