"X92","X93","X94"
0,-0.08,0.1
0.01,0.01,0.04
0.03,0.12,0.02
-0.02,-0.18,0.06
-0.13,0.09,0.01
0.01,-0.16,-0.01
-0.1,-0.06,0.05
0.13,-0.05,0.03
-0.03,-0.03,0
0,0,0
0,0,0
0.05,0.1,0.06
0.12,0.11,-0.05
0.05,-0.02,0.08
-0.07,0.11,-0.01
0.03,-0.02,0
0.03,-0.01,0
0.12,0.18,-0.11
-0.14,0.12,0.07
0.24,-0.02,0.1
0,-0.08,0.08
-0.02,0.02,0.18
0.01,0.03,0.01
0,-0.03,0.02
0.07,0.09,0.19
0.05,-0.1,0.09
0.19,0,-0.15
0.31,-0.01,0.04
0.02,0.02,-0.02
0.03,0.01,-0.01
-0.01,-0.03,0.05
0.02,-0.07,0.03
0.07,0.04,-0.07
-0.22,-0.04,0.02
0.05,0.13,-0.04
0.04,0,-0.01
-0.01,-0.04,0.01
0.01,0.08,-0.02
-0.06,0.58,-0.13
0.04,0.01,0.01
0.04,-0.18,0.03
0.3,0.06,0.03
-0.12,0.09,0.14
-0.07,-0.01,-0.02
-0.04,-0.04,-0.04
0.14,-0.05,0.02
-0.06,-0.01,0.03
-0.03,0,0.01
0.06,-0.01,0
-0.44,0.4,-0.11
0.68,0.28,-0.12
-0.44,0.28,-0.16
0.09,0.12,-0.06
0.09,-0.02,0
0.04,0.37,-0.17
-0.25,0.74,-0.27
0.46,0.41,-0.17
-0.34,0.07,-0.01
0.39,0.18,-0.09
-0.02,-0.03,0
0.03,0.19,-0.04
-0.32,0.06,0
0.01,0.05,-0.04
0.07,-0.01,0
-0.04,0.04,0
0.02,-0.01,-0.01
-0.04,0.11,-0.01
0.2,-0.01,0
-0.05,0.04,-0.01
-0.01,-0.01,0
0.02,0.33,0.92
0,0.05,0.14
0,0.03,0.1
0,0.01,0.04
0,0,0
0,0,0
0,0.01,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
