combination,r2,q2,mae,rmsd,threshold,model
"('cross', '-9-16-', 'Dist(2, 9)', 'Dist(10, 17)')",0.2691111386569248,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(2, 9)', 'dip_x')",0.36616086157411043,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(2, 9)', 'dip_y')",0.30142267530398725,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(2, 9)', 'dip_z')",0.2653401737930047,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(2, 9)', 'B1')",0.31120165329728866,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(2, 9)', 'B5')",0.2603327083617616,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(2, 9)', 'L')",0.24775482441953645,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(18, 20)', 'Dist(16, 17)')",0.5456940323051688,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(18, 20)', 'Dist(10, 17)')",0.4258054734477369,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(18, 20)', 'dip_x')",0.4314291628085035,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(18, 20)', 'dip_y')",0.38261877676888045,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(18, 20)', 'dip_z')",0.3114270416320525,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(18, 20)', 'B1')",0.38509515245160864,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(18, 20)', 'B5')",0.31395592964438457,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(18, 20)', 'L')",0.289999135196365,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(16, 17)', 'Dist(10, 17)')",0.6046581860924372,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(16, 17)', 'dip_x')",0.6729798351849624,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(16, 17)', 'dip_y')",0.558880808705791,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(16, 17)', 'dip_z')",0.5741094737618548,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(16, 17)', 'B1')",0.5760643522988996,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(16, 17)', 'B5')",0.5463615839142008,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(16, 17)', 'L')",0.5457165235796653,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(10, 17)', 'dip_x')",0.35828358603104216,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(10, 17)', 'dip_y')",0.30686711324760774,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(10, 17)', 'dip_z')",0.262977101304689,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(10, 17)', 'B1')",0.4021816884667354,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(10, 17)', 'B5')",0.27405371241260557,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'Dist(10, 17)', 'L')",0.2867186507950267,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_x', 'dip_y')",0.6192169593711492,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_x', 'dip_z')",0.4302033513041834,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_x', 'B1')",0.35457731568351314,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_x', 'B5')",0.4312837917605701,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_x', 'L')",0.34614582607572575,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_y', 'dip_z')",0.3059692834288893,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_y', 'B1')",0.44447161078897346,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_y', 'B5')",0.3115746460749025,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_y', 'L')",0.34432187799800607,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_z', 'B1')",0.4869811776739875,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_z', 'B5')",0.28035831378091625,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'dip_z', 'L')",0.3844343249463803,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'B1', 'B5')",0.40286434853233044,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'B1', 'L')",0.303183100730688,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-9-16-', 'B5', 'L')",0.27119345659310945,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', '-18-20-')",0.2663010748826208,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'Dist(1, 2)')",0.4887223602493087,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'Dist(2, 3)')",0.22021157553148452,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'Dist(2, 9)')",0.2121515298557074,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'Dist(18, 20)')",0.2813733280762294,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'Dist(16, 17)')",0.6000115222589307,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'Dist(10, 17)')",0.26109509666718567,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'dip_x')",0.4192046457377707,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'dip_y')",0.2479232934319361,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'dip_z')",0.2394595539798855,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'B1')",0.34625363073622406,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'B5')",0.2404946201953252,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-19-', 'L')",0.21310757594470686,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'Dist(1, 2)')",0.5386895551688984,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'Dist(2, 3)')",0.3423764328958412,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'Dist(2, 9)')",0.2805891703224992,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'Dist(18, 20)')",0.3095972460039599,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'Dist(16, 17)')",0.5370876818752466,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'Dist(10, 17)')",0.27354134052818413,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'dip_x')",0.4472375897962815,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'dip_y')",0.3705209951408365,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'dip_z')",0.28761702294594627,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'B1')",0.34510948665031216,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'B5')",0.27548831182748723,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', '-18-20-', 'L')",0.25635058049213255,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'Dist(2, 3)')",0.4889710523431505,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'Dist(2, 9)')",0.5148409473640791,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'Dist(18, 20)')",0.5077780248681434,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'Dist(16, 17)')",0.7399045872540247,0.32596594672252555,0.14111338024878503,0.15589537377418927,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'Dist(10, 17)')",0.5524747464663804,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'dip_x')",0.5892846271583125,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'dip_y')",0.5160562555693049,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'dip_z')",0.4886973566997993,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'B1')",0.5990125429661057,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'B5')",0.6364893169268131,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(1, 2)', 'L')",0.49851282825967147,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 3)', 'Dist(2, 9)')",0.22145275328488834,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 3)', 'Dist(18, 20)')",0.25657673879081877,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 3)', 'Dist(16, 17)')",0.6283632985254068,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 3)', 'Dist(10, 17)')",0.27066209184031254,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 3)', 'dip_x')",0.4357868096971087,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 3)', 'dip_y')",0.25704621126717775,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 3)', 'dip_z')",0.24612394458454379,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 3)', 'B1')",0.33679206166871534,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 3)', 'B5')",0.23985003762905022,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 3)', 'L')",0.21953592855561532,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 9)', 'Dist(18, 20)')",0.2517270097070893,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 9)', 'Dist(16, 17)')",0.5421041515101109,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 9)', 'Dist(10, 17)')",0.2755729250767278,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 9)', 'dip_x')",0.4792892638996755,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 9)', 'dip_y')",0.25091840674624355,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 9)', 'dip_z')",0.25066694080889973,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 9)', 'B1')",0.3308378840658037,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 9)', 'B5')",0.23822785676839464,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(2, 9)', 'L')",0.2092977557894229,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(18, 20)', 'Dist(16, 17)')",0.5364066945251595,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(18, 20)', 'Dist(10, 17)')",0.42422233932294284,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(18, 20)', 'dip_x')",0.4739980519603243,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(18, 20)', 'dip_y')",0.3059670768087728,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(18, 20)', 'dip_z')",0.2912506741465041,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(18, 20)', 'B1')",0.37082059063139505,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(18, 20)', 'B5')",0.28437537645248057,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(18, 20)', 'L')",0.2502341367190508,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(16, 17)', 'Dist(10, 17)')",0.5685296290031483,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(16, 17)', 'dip_x')",0.6866109382115202,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(16, 17)', 'dip_y')",0.5578321642880228,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(16, 17)', 'dip_z')",0.547921923123627,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(16, 17)', 'B1')",0.5930938819343115,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(16, 17)', 'B5')",0.5365230722018303,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(16, 17)', 'L')",0.5390153052675489,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(10, 17)', 'dip_x')",0.4251321758488016,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(10, 17)', 'dip_y')",0.28044269005493316,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(10, 17)', 'dip_z')",0.25788610901980435,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(10, 17)', 'B1')",0.44920156336107087,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(10, 17)', 'B5')",0.26379153734530814,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'Dist(10, 17)', 'L')",0.2643706185058067,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_x', 'dip_y')",0.6660296958689409,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_x', 'dip_z')",0.45814002842062884,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_x', 'B1')",0.4332462083599177,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_x', 'B5')",0.45251218842703345,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_x', 'L')",0.4221646342964911,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_y', 'dip_z')",0.2661127846306507,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_y', 'B1')",0.39714436663006325,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_y', 'B5')",0.2634904696673628,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_y', 'L')",0.2486111872043809,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_z', 'B1')",0.4818792926576978,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_z', 'B5')",0.2704151697264391,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'dip_z', 'L')",0.32799502355398946,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'B1', 'B5')",0.380797980318054,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'B1', 'L')",0.3450865956072058,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-17-18-', 'B5', 'L')",0.235352118385726,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'Dist(1, 2)')",0.5398246344030184,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'Dist(2, 3)')",0.32352666807197517,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'Dist(2, 9)')",0.26943633837269954,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'Dist(18, 20)')",0.3672122997567605,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'Dist(16, 17)')",0.577964728250452,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'Dist(10, 17)')",0.25861524384611234,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'dip_x')",0.362848709819627,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'dip_y')",0.3580423802611794,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'dip_z')",0.2850450246824213,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'B1')",0.30579360278471013,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'B5')",0.2841180252976431,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', '-18-20-', 'L')",0.2401132661741907,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'Dist(2, 3)')",0.48363983244893327,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'Dist(2, 9)')",0.5140677223712621,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'Dist(18, 20)')",0.5056456469311512,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'Dist(16, 17)')",0.7754708546829525,0.3448548174924738,0.11835028885052623,0.15369547602213074,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'Dist(10, 17)')",0.5504836300969728,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'dip_x')",0.5867590878328173,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'dip_y')",0.4999692778304128,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'dip_z')",0.48294880033659193,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'B1')",0.6113434445878976,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'B5')",0.5399788576191086,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(1, 2)', 'L')",0.48748679224849734,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 3)', 'Dist(2, 9)')",0.22067961230605093,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 3)', 'Dist(18, 20)')",0.2812583090258035,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 3)', 'Dist(16, 17)')",0.6505617747471087,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 3)', 'Dist(10, 17)')",0.27911086404287644,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 3)', 'dip_x')",0.4323582936770015,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 3)', 'dip_y')",0.2569078915834573,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 3)', 'dip_z')",0.24440902383174012,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 3)', 'B1')",0.34943202927234396,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 3)', 'B5')",0.24219739943157892,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 3)', 'L')",0.22049142225343177,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 9)', 'Dist(18, 20)')",0.2770921295700771,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
"('cross', '-18-19-', 'Dist(2, 9)', 'Dist(16, 17)')",0.5775544588660158,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF55752E80>
