combination,r2,q2,mae,rmsd,threshold
"('cross', 'cross_angle', 'nbo_atom_3', 'nbo_diff_3-5')",0.38812426174961334,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'nbo_diff_5-12')",0.45063425455667727,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'nbo_diff_3-11')",0.41174585392795426,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'hirshfeld_diff_3-5')",0.5383383882267011,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'hirshfeld_diff_5-12')",0.45714921872165293,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'hirshfeld_diff_3-11')",0.5552615256234015,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'B1_4-6')",0.3755004679811501,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'B5_4-6')",0.40975355055851403,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'L_4-6')",0.36906316075338874,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'loc_B5_4-6')",0.3685717893653153,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'B1_B5_angle_4-6')",0.3699397085832825,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'B1_6-4')",0.37386823678620706,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'B5_6-4')",0.43473585594881603,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'L_6-4')",0.3682333047137337,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'loc_B5_6-4')",0.38424402788118694,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'B1_B5_angle_6-4')",0.3738907462087391,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'angle_[11, 6, 4]')",0.401738970492184,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'angle_[6, 4, 5]')",0.3682425414541848,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'angle_[1, 5, 4]')",0.40456095243311707,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'bond_length_11-6')",0.4926178325003675,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'bond_length_6-4')",0.37451849507834656,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'bond_length_1-5')",0.37608537986603896,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'bond_length_22-23')",0.3867168470285395,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'aniso')",0.39898477389665743,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'iso')",0.37046075141740964,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'energy')",0.36831113173270114,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'Frequency_Stretch_12_21')",0.5612199029439621,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_3', 'Amplitude_Stretch_12_21')",0.38275621217460076,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_atom_11')",0.3882268900036474,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_atom_12')",0.30445188945078205,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_atom_4')",0.4392952498955185,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_atom_6')",0.362399246678654,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_atom_20')",0.3051352034506031,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_atom_21')",0.32282484952321,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_atom_22')",0.4136186027925641,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_atom_7')",0.34701292112924254,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_atom_3')",0.44526649108673166,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_atom_5')",0.3188892707992713,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_atom_11')",0.41404779003050696,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_atom_12')",0.3078620047073022,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_atom_4')",0.4407789057871886,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_atom_6')",0.3045381495774351,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_atom_20')",0.32769039219838547,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_atom_21')",0.33268060783883147,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_atom_22')",0.44539330968449764,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_atom_7')",0.38591300323101385,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_diff_3-5')",0.38812426174961345,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_diff_5-12')",0.46522123874906773,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'nbo_diff_3-11')",0.4405056848658102,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_diff_3-5')",0.42294438148031177,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_diff_5-12')",0.4602445225623881,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'hirshfeld_diff_3-11')",0.49727337995637244,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'B1_4-6')",0.31267793195721283,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'B5_4-6')",0.3123902042528799,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'L_4-6')",0.3128569437537009,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'loc_B5_4-6')",0.34556000465071435,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'B1_B5_angle_4-6')",0.3044770924590783,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'B1_6-4')",0.33651849000996037,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'B5_6-4')",0.43671978867153494,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'L_6-4')",0.30539476072540805,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'loc_B5_6-4')",0.3128863169068543,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'B1_B5_angle_6-4')",0.30700555778260286,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'angle_[11, 6, 4]')",0.33511885687910103,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'angle_[6, 4, 5]')",0.3934637654910055,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'angle_[1, 5, 4]')",0.4860006399960958,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'bond_length_11-6')",0.42260888076388703,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'bond_length_6-4')",0.35480007881484343,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'bond_length_1-5')",0.30997404842772536,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'bond_length_22-23')",0.3217087986478224,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'aniso')",0.346398118121536,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'iso')",0.30561753272279746,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'energy')",0.3210213855636975,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'Frequency_Stretch_12_21')",0.345550226401926,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_5', 'Amplitude_Stretch_12_21')",0.304544714997235,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'nbo_atom_12')",0.3206829967652344,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'nbo_atom_4')",0.42990289681425375,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'nbo_atom_6')",0.337456451987338,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'nbo_atom_20')",0.3307581803339792,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'nbo_atom_21')",0.31541983900437587,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'nbo_atom_22')",0.41797090743538956,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'nbo_atom_7')",0.3154323838153442,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_atom_3')",0.45616225512142916,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_atom_5')",0.3706451056684563,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_atom_11')",0.35383417059888356,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_atom_12')",0.31696755626068884,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_atom_4')",0.4422998090638457,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_atom_6')",0.31543450739741496,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_atom_20')",0.3716383014811797,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_atom_21')",0.3160160013016412,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_atom_22')",0.45539137315354694,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_atom_7')",0.32081294449392483,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'nbo_diff_3-5')",0.4419193757130322,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'nbo_diff_5-12')",0.37179800407172003,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'nbo_diff_3-11')",0.41174585392795415,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_diff_3-5')",0.44427534585452744,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_diff_5-12')",0.36931903359174734,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'hirshfeld_diff_3-11')",0.48249427995594585,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'B1_4-6')",0.320005413641294,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'B5_4-6')",0.34562005888391134,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'L_4-6')",0.3154729896088364,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'loc_B5_4-6')",0.3176583167098622,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'B1_B5_angle_4-6')",0.31763343131698707,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'B1_6-4')",0.42973301510109485,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'B5_6-4')",0.479400626518934,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'L_6-4')",0.31969564451388544,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'loc_B5_6-4')",0.3341515891160465,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'B1_B5_angle_6-4')",0.3302221810736903,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'angle_[11, 6, 4]')",0.3168784665869967,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'angle_[6, 4, 5]')",0.4021970461556257,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'angle_[1, 5, 4]')",0.41608518056969135,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'bond_length_11-6')",0.4175262531211773,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'bond_length_6-4')",0.3842716013250158,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'bond_length_1-5')",0.3278342906335694,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'bond_length_22-23')",0.3336162462114317,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'aniso')",0.4301956882121607,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'iso')",0.3529386626091864,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'energy')",0.39852653858818365,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'Frequency_Stretch_12_21')",0.3224926382145513,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_11', 'Amplitude_Stretch_12_21')",0.32865262770448045,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'nbo_atom_4')",0.4920773763099453,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'nbo_atom_6')",0.3255186750840433,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'nbo_atom_20')",0.2574361982862181,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'nbo_atom_21')",0.2540210280753248,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'nbo_atom_22')",0.399368723445938,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'nbo_atom_7')",0.26232250565939896,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_atom_3')",0.5778690794377648,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_atom_5')",0.33974651344162166,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_atom_11')",0.35990103475019575,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_atom_12')",0.25140604204823325,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_atom_4')",0.5147997852304844,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_atom_6')",0.2584135647015433,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_atom_20')",0.3185001920123549,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_atom_21')",0.2603879615682414,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_atom_22')",0.44610953450872703,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_atom_7')",0.29655331133169993,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'nbo_diff_3-5')",0.47573271919656435,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'nbo_diff_5-12')",0.3457279025228204,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'nbo_diff_3-11')",0.4582042016901212,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_diff_3-5')",0.5591859279270719,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_diff_5-12')",0.346525613348306,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'hirshfeld_diff_3-11')",0.6000987133423421,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'B1_4-6')",0.24805241198766437,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'B5_4-6')",0.27376071192987417,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'L_4-6')",0.25243143853544037,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'loc_B5_4-6')",0.25955503443046946,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'B1_B5_angle_4-6')",0.24804439193764027,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'B1_6-4')",0.3264708783103547,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'B5_6-4')",0.4967791343475826,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'L_6-4')",0.24804018619813206,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'loc_B5_6-4')",0.25666588853203687,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'B1_B5_angle_6-4')",0.2521186850716931,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'angle_[11, 6, 4]')",0.2682128631715025,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'angle_[6, 4, 5]')",0.474986928644598,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'angle_[1, 5, 4]')",0.44189219447192185,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'bond_length_11-6')",0.4180141474644775,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'bond_length_6-4')",0.4417842766328903,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'bond_length_1-5')",0.2554167867175039,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'bond_length_22-23')",0.2677273901512123,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'aniso')",0.32784114770027195,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'iso')",0.2558357445492264,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'energy')",0.2801531788392271,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'Frequency_Stretch_12_21')",0.3306168691143828,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_12', 'Amplitude_Stretch_12_21')",0.2517157238650364,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'nbo_atom_6')",0.4777710260431425,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'nbo_atom_20')",0.4288476022189891,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'nbo_atom_21')",0.40154729363872455,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'nbo_atom_22')",0.49149016793124234,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'nbo_atom_7')",0.41782827530510247,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_atom_3')",0.4355050164247881,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_atom_5')",0.4107425252027941,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_atom_11')",0.4834882696293048,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_atom_12')",0.4634722997591728,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_atom_4')",0.44231826621663306,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_atom_6')",0.5680689678585678,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_atom_20')",0.4772269275831861,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_atom_21')",0.40708951350186284,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_atom_22')",0.4813667520429791,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_atom_7')",0.40230860037028304,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'nbo_diff_3-5')",0.4129797976522085,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'nbo_diff_5-12')",0.45392290432397675,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'nbo_diff_3-11')",0.4191493905737361,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_diff_3-5')",0.40936250782334926,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_diff_5-12')",0.46008236679892467,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'hirshfeld_diff_3-11')",0.5189832885474475,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'B1_4-6')",0.4213970413993776,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'B5_4-6')",0.46567075377023315,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'L_4-6')",0.40160743833384316,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'loc_B5_4-6')",0.40167874702023454,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'B1_B5_angle_4-6')",0.40227608791857905,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'B1_6-4')",0.4048069199532349,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'B5_6-4')",0.44045326769392623,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'L_6-4')",0.4015038108543908,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'loc_B5_6-4')",0.41775287487847357,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'B1_B5_angle_6-4')",0.4102213138080323,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'angle_[11, 6, 4]')",0.4092056644847212,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'angle_[6, 4, 5]')",0.40952940541402494,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'angle_[1, 5, 4]')",0.4161041070267818,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'bond_length_11-6')",0.5420494999250564,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'bond_length_6-4')",0.4039463839996206,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'bond_length_1-5')",0.40282811839370947,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'bond_length_22-23')",0.42673840873088786,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'aniso')",0.4360091082729308,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'iso')",0.4030150447058529,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'energy')",0.40244908751601827,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'Frequency_Stretch_12_21')",0.5177217738664655,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_4', 'Amplitude_Stretch_12_21')",0.4056650242674573,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'nbo_atom_20')",0.33385491257663147,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'nbo_atom_21')",0.2964704667194593,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'nbo_atom_22')",0.4294172077613775,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'nbo_atom_7')",0.2963999116817486,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_atom_3')",0.5004265802088328,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_atom_5')",0.3111700028445754,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_atom_11')",0.3860583039984654,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_atom_12')",0.3116710908127974,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_atom_4')",0.48337942612731977,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_atom_6')",0.4468557594389505,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_atom_20')",0.3932789098434768,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_atom_21')",0.3006045627447441,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_atom_22')",0.4515882783763848,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_atom_7')",0.3092569462973751,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'nbo_diff_3-5')",0.38824676882640063,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'nbo_diff_5-12')",0.3730108040988608,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'nbo_diff_3-11')",0.4502800741972244,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_diff_3-5')",0.4560877432244821,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_diff_5-12')",0.37608167504323753,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'hirshfeld_diff_3-11')",0.5871384513167858,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'B1_4-6')",0.3062280484136891,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'B5_4-6')",0.34213864024416385,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'L_4-6')",0.29675882667365205,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'loc_B5_4-6')",0.29669486958114666,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'B1_B5_angle_4-6')",0.299028172921873,-inf,inf,inf,0.7
"('cross', 'cross_angle', 'nbo_atom_6', 'B1_6-4')",0.33967770019341237,-inf,inf,inf,0.7
