"X65","X66","X67"
0.05,-0.03,0.04
0.09,-0.07,-0.02
0.07,-0.03,-0.03
-0.01,0.05,0.02
-0.01,0,-0.01
-0.02,-0.03,0.04
0.01,0.07,0
0.1,0,-0.01
0,0.01,0
-0.07,-0.02,-0.02
-0.01,-0.03,0
-0.05,-0.06,0
0,0,0
0,0,0
-0.07,-0.04,0.02
0.09,-0.11,-0.06
-0.03,0.11,0.01
-0.03,0.02,-0.09
0,0.01,0
0.01,-0.01,-0.03
0,0.02,-0.14
-0.03,0.03,0.03
0.08,-0.04,0.06
-0.08,0.18,0.05
-0.14,0.09,0.05
0.08,0.02,0
-0.02,-0.16,-0.02
-0.02,-0.02,0.03
-0.02,0.01,-0.09
0.12,-0.16,-0.05
0.06,-0.05,-0.01
-0.07,0.12,0.04
0.04,-0.02,0
-0.01,0.01,0
-0.02,0.03,0.01
0.01,-0.01,0
-0.05,0.08,0.02
-0.06,0.07,0.02
-0.03,0.06,0.02
-0.03,0.02,0
0,0,0
0.01,-0.01,0
0,0,0
0,0,0
0,0,0
-0.01,0.01,0
0.01,-0.01,0
0,0,0
0.01,0.01,0
0,-0.01,0.03
-0.01,0,-0.02
0,0.01,-0.01
-0.01,0,0
-0.01,-0.03,0.08
0.01,0.03,-0.07
0.02,0.02,-0.01
0,0.01,-0.01
-0.02,-0.01,0
0,-0.01,0.01
0.01,0.01,-0.01
-0.02,-0.01,0
0,0.01,-0.03
0.23,0.14,0.08
-0.21,-0.13,-0.07
-0.03,-0.04,0.04
0.01,0,0.04
0.01,0.03,-0.06
-0.01,-0.04,0.09
0,0,0.01
0.01,0.02,-0.03
0,0,0.01
0,0,0
0.01,-0.03,0.11
0,-0.01,0.02
0,-0.01,0.04
0,0,-0.01
0,0,0
0,0,0
0.1,0.07,0.01
0.14,0.09,0.02
0.03,-0.05,0.24
0.03,-0.07,0.31
-0.1,-0.08,0.04
0.16,0.13,-0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
