"X110","X111","X112"
-0.02,0.05,-0.03
0.03,0.04,-0.06
-0.05,0.11,0.12
-0.17,0.15,0.12
-0.12,0.04,-0.11
0.14,0.08,0.37
-0.12,0.01,-0.23
-0.01,0.07,-0.06
-0.12,0.15,0.23
0.07,-0.1,-0.34
0.15,-0.19,-0.38
-0.17,0.26,0.22
0.01,-0.01,-0.01
-0.01,0,0
-0.18,0.28,0.03
-0.2,0.17,0.05
-0.33,0.16,0.02
0.04,-0.08,-0.13
-0.06,0.02,0
-0.05,0.02,0.03
-0.15,0.04,0.04
0.2,-0.06,-0.14
-0.36,-0.01,-0.08
-0.03,0.04,0.02
-0.12,-0.05,0.02
-0.07,0,-0.04
-0.08,-0.01,0.04
-0.04,-0.02,-0.03
-0.1,-0.04,-0.05
0.03,0.03,0.04
-0.01,-0.01,0.02
0.14,0.08,0.11
0.1,0.04,0.07
-0.06,-0.03,-0.04
0,0,0
-0.13,-0.09,-0.09
-0.04,-0.04,-0.03
-0.13,-0.08,-0.09
0.13,0.08,0.09
-0.04,0.04,0.02
0.07,-0.1,-0.16
-0.11,-0.03,-0.02
-0.12,-0.03,-0.02
0.54,0.21,0.15
0.05,0,0.01
0.14,0.05,0.04
0.16,0.06,0.05
-0.01,0,0
0.06,0.03,0.03
-0.06,-0.07,-0.09
0.01,0,0
0.13,0.08,0.08
0.07,-0.05,-0.08
0.02,0.01,0
0.06,-0.02,-0.04
-0.13,-0.01,0.02
-0.14,-0.02,0.02
-0.19,-0.03,0.01
0.01,0.03,0.03
-0.03,-0.04,-0.04
0.06,0.06,0.07
-0.09,-0.1,-0.08
-0.05,-0.03,-0.03
0,0,0
-0.07,-0.03,-0.01
0.07,0.1,0.13
0.03,0.03,0.02
0,-0.04,-0.08
0.01,-0.01,-0.04
0.09,0.03,0.01
0.37,0.04,0.14
0.33,0.07,0.2
-0.03,-0.11,-0.22
0.11,0.07,0.14
0.16,0.1,0.22
0.29,-0.2,-0.3
-0.06,0.23,0.37
-0.35,0.09,0.1
-0.01,0,0
0.01,0,0
0,-0.01,-0.01
-0.01,0,-0.01
-0.01,0,0
-0.01,0,0
0,0,0
0.01,0.28,-0.18
0,-0.23,0.15
0,0.2,-0.13
0.01,0.5,-0.3
0.01,0.37,-0.22
-0.02,-0.4,0.26
0,0.06,-0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
