"X47","X48","X49"
-0.01,0.03,-0.04
-0.17,-0.15,0.07
-0.17,-0.19,-0.01
-0.02,-0.16,0.1
-0.01,-0.1,0.1
0.1,0,0.11
0.2,0.09,-0.02
0.1,0.28,-0.13
0.03,0.02,-0.01
-0.08,-0.01,-0.14
0.07,-0.02,0.06
0.1,0.04,-0.07
0.48,0.78,-0.38
0.04,0.06,-0.03
-0.02,0.04,0.05
0.11,-0.03,0.01
0.03,-0.03,0.07
0.26,-0.05,0.19
-0.09,-0.07,0.01
-0.05,-0.03,0
-0.25,0.11,-0.19
-0.22,0.04,-0.15
-0.05,0.07,-0.05
0.1,-0.02,-0.04
-0.05,-0.01,0.02
0.07,-0.11,0
0.1,-0.06,-0.04
-0.09,0.01,-0.11
-0.01,-0.01,-0.04
-0.07,0.02,0.02
-0.01,0.06,-0.02
-0.09,0.04,0.01
0.07,-0.07,-0.03
0.01,0.03,-0.01
0.02,-0.03,0
-0.06,-0.01,0.03
0.05,-0.06,-0.01
0.01,0.02,0
-0.03,0.03,0.01
0,-0.02,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,-0.01,0
0.01,0,0
0,0,0
-0.02,0.01,0
0,0,0
-0.1,0.05,-0.02
-0.11,0.05,-0.03
-0.01,0,0
-0.03,0.02,0
0.5,-0.26,0.11
0.53,-0.27,0.12
0.11,-0.05,0.03
0.11,-0.06,0.02
0.07,-0.03,0.02
0.23,-0.11,0.05
0.06,-0.03,0.02
0.14,-0.07,0.04
0.06,-0.03,0.01
-0.12,0.09,0.03
-0.13,0.09,0.02
0.07,-0.03,0.02
-0.03,0.02,-0.01
0.41,-0.21,0.09
0.19,-0.1,0.04
-0.24,0.13,-0.05
-0.03,0.02,-0.01
0,0,0
0,0,0
-0.01,0,0
0.29,-0.16,0.05
-0.1,0.05,-0.02
0.01,-0.01,0
0.01,0,0
0.01,0,0
-0.09,0.05,-0.01
0.07,-0.04,0
0.28,-0.15,0.05
-0.22,0.12,-0.04
0.13,-0.07,0.02
0.06,-0.03,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.01,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.03,0.05
-0.01,0.44,0.89
